xmin	xmax	key	clickSelects.variable	clickSelects.value	showSelected.variable	showSelected.value	PANEL	group
1999.5	2000.5	2000 1960	année	2000	année	1960	4	2042
2000.5	2001.5	2001 1960	année	2001	année	1960	4	2093
2001.5	2002.5	2002 1960	année	2002	année	1960	4	2144
2002.5	2003.5	2003 1960	année	2003	année	1960	4	2195
2003.5	2004.5	2004 1960	année	2004	année	1960	4	2246
2004.5	2005.5	2005 1960	année	2005	année	1960	4	2297
2005.5	2006.5	2006 1960	année	2006	année	1960	4	2348
2006.5	2007.5	2007 1960	année	2007	année	1960	4	2399
2007.5	2008.5	2008 1960	année	2008	année	1960	4	2450
2008.5	2009.5	2009 1960	année	2009	année	1960	4	2501
2009.5	2010.5	2010 1960	année	2010	année	1960	4	2552
2010.5	2011.5	2011 1960	année	2011	année	1960	4	2603
1959.5	1960.5	1960 1961	année	1960	année	1961	4	2
1960.5	1961.5	1	année	1961	année	1961	4	1
1961.5	1962.5	1962 1961	année	1962	année	1961	4	105
1962.5	1963.5	1963 1961	année	1963	année	1961	4	156
1963.5	1964.5	1964 1961	année	1964	année	1961	4	207
1964.5	1965.5	1965 1961	année	1965	année	1961	4	258
1965.5	1966.5	1966 1961	année	1966	année	1961	4	309
1966.5	1967.5	1967 1961	année	1967	année	1961	4	360
1967.5	1968.5	1968 1961	année	1968	année	1961	4	411
1968.5	1969.5	1969 1961	année	1969	année	1961	4	462
1969.5	1970.5	1970 1961	année	1970	année	1961	4	513
1970.5	1971.5	1971 1961	année	1971	année	1961	4	564
1971.5	1972.5	1972 1961	année	1972	année	1961	4	615
1972.5	1973.5	1973 1961	année	1973	année	1961	4	666
1973.5	1974.5	1974 1961	année	1974	année	1961	4	717
1974.5	1975.5	1975 1961	année	1975	année	1961	4	768
1975.5	1976.5	1976 1961	année	1976	année	1961	4	819
1976.5	1977.5	1977 1961	année	1977	année	1961	4	870
1977.5	1978.5	1978 1961	année	1978	année	1961	4	921
1978.5	1979.5	1979 1961	année	1979	année	1961	4	972
1979.5	1980.5	1980 1961	année	1980	année	1961	4	1023
1980.5	1981.5	1981 1961	année	1981	année	1961	4	1074
1981.5	1982.5	1982 1961	année	1982	année	1961	4	1125
1982.5	1983.5	1983 1961	année	1983	année	1961	4	1176
1983.5	1984.5	1984 1961	année	1984	année	1961	4	1227
1984.5	1985.5	1985 1961	année	1985	année	1961	4	1278
1985.5	1986.5	1986 1961	année	1986	année	1961	4	1329
1986.5	1987.5	1987 1961	année	1987	année	1961	4	1380
1987.5	1988.5	1988 1961	année	1988	année	1961	4	1431
1988.5	1989.5	1989 1961	année	1989	année	1961	4	1482
1989.5	1990.5	1990 1961	année	1990	année	1961	4	1533
1990.5	1991.5	1991 1961	année	1991	année	1961	4	1584
1991.5	1992.5	1992 1961	année	1992	année	1961	4	1635
1992.5	1993.5	1993 1961	année	1993	année	1961	4	1686
1993.5	1994.5	1994 1961	année	1994	année	1961	4	1737
1994.5	1995.5	1995 1961	année	1995	année	1961	4	1788
1995.5	1996.5	1996 1961	année	1996	année	1961	4	1839
1996.5	1997.5	1997 1961	année	1997	année	1961	4	1890
1997.5	1998.5	1998 1961	année	1998	année	1961	4	1941
1998.5	1999.5	1999 1961	année	1999	année	1961	4	1992
1999.5	2000.5	2000 1961	année	2000	année	1961	4	2043
2000.5	2001.5	2001 1961	année	2001	année	1961	4	2094
2001.5	2002.5	2002 1961	année	2002	année	1961	4	2145
2002.5	2003.5	2003 1961	année	2003	année	1961	4	2196
2003.5	2004.5	2004 1961	année	2004	année	1961	4	2247
2004.5	2005.5	2005 1961	année	2005	année	1961	4	2298
2005.5	2006.5	2006 1961	année	2006	année	1961	4	2349
2006.5	2007.5	2007 1961	année	2007	année	1961	4	2400
2007.5	2008.5	2008 1961	année	2008	année	1961	4	2451
2008.5	2009.5	2009 1961	année	2009	année	1961	4	2502
2009.5	2010.5	2010 1961	année	2010	année	1961	4	2553
2010.5	2011.5	2011 1961	année	2011	année	1961	4	2604
1959.5	1960.5	1960 1962	année	1960	année	1962	4	3
1960.5	1961.5	1961 1962	année	1961	année	1962	4	54
1961.5	1962.5	1	année	1962	année	1962	4	1
1962.5	1963.5	1963 1962	année	1963	année	1962	4	157
1963.5	1964.5	1964 1962	année	1964	année	1962	4	208
1964.5	1965.5	1965 1962	année	1965	année	1962	4	259
1965.5	1966.5	1966 1962	année	1966	année	1962	4	310
1966.5	1967.5	1967 1962	année	1967	année	1962	4	361
1967.5	1968.5	1968 1962	année	1968	année	1962	4	412
1968.5	1969.5	1969 1962	année	1969	année	1962	4	463
1969.5	1970.5	1970 1962	année	1970	année	1962	4	514
1970.5	1971.5	1971 1962	année	1971	année	1962	4	565
1971.5	1972.5	1972 1962	année	1972	année	1962	4	616
1972.5	1973.5	1973 1962	année	1973	année	1962	4	667
1973.5	1974.5	1974 1962	année	1974	année	1962	4	718
1974.5	1975.5	1975 1962	année	1975	année	1962	4	769
1975.5	1976.5	1976 1962	année	1976	année	1962	4	820
1976.5	1977.5	1977 1962	année	1977	année	1962	4	871
1977.5	1978.5	1978 1962	année	1978	année	1962	4	922
1978.5	1979.5	1979 1962	année	1979	année	1962	4	973
1979.5	1980.5	1980 1962	année	1980	année	1962	4	1024
1980.5	1981.5	1981 1962	année	1981	année	1962	4	1075
1981.5	1982.5	1982 1962	année	1982	année	1962	4	1126
1982.5	1983.5	1983 1962	année	1983	année	1962	4	1177
1983.5	1984.5	1984 1962	année	1984	année	1962	4	1228
1984.5	1985.5	1985 1962	année	1985	année	1962	4	1279
1985.5	1986.5	1986 1962	année	1986	année	1962	4	1330
1986.5	1987.5	1987 1962	année	1987	année	1962	4	1381
1987.5	1988.5	1988 1962	année	1988	année	1962	4	1432
1988.5	1989.5	1989 1962	année	1989	année	1962	4	1483
1989.5	1990.5	1990 1962	année	1990	année	1962	4	1534
1990.5	1991.5	1991 1962	année	1991	année	1962	4	1585
1991.5	1992.5	1992 1962	année	1992	année	1962	4	1636
1992.5	1993.5	1993 1962	année	1993	année	1962	4	1687
1993.5	1994.5	1994 1962	année	1994	année	1962	4	1738
1994.5	1995.5	1995 1962	année	1995	année	1962	4	1789
1995.5	1996.5	1996 1962	année	1996	année	1962	4	1840
1996.5	1997.5	1997 1962	année	1997	année	1962	4	1891
1997.5	1998.5	1998 1962	année	1998	année	1962	4	1942
1998.5	1999.5	1999 1962	année	1999	année	1962	4	1993
1999.5	2000.5	2000 1962	année	2000	année	1962	4	2044
2000.5	2001.5	2001 1962	année	2001	année	1962	4	2095
2001.5	2002.5	2002 1962	année	2002	année	1962	4	2146
2002.5	2003.5	2003 1962	année	2003	année	1962	4	2197
2003.5	2004.5	2004 1962	année	2004	année	1962	4	2248
2004.5	2005.5	2005 1962	année	2005	année	1962	4	2299
2005.5	2006.5	2006 1962	année	2006	année	1962	4	2350
2006.5	2007.5	2007 1962	année	2007	année	1962	4	2401
2007.5	2008.5	2008 1962	année	2008	année	1962	4	2452
2008.5	2009.5	2009 1962	année	2009	année	1962	4	2503
2009.5	2010.5	2010 1962	année	2010	année	1962	4	2554
2010.5	2011.5	2011 1962	année	2011	année	1962	4	2605
1959.5	1960.5	1960 1963	année	1960	année	1963	4	4
1960.5	1961.5	1961 1963	année	1961	année	1963	4	55
1961.5	1962.5	1962 1963	année	1962	année	1963	4	106
1962.5	1963.5	1	année	1963	année	1963	4	1
1963.5	1964.5	1964 1963	année	1964	année	1963	4	209
1964.5	1965.5	1965 1963	année	1965	année	1963	4	260
1965.5	1966.5	1966 1963	année	1966	année	1963	4	311
1966.5	1967.5	1967 1963	année	1967	année	1963	4	362
1967.5	1968.5	1968 1963	année	1968	année	1963	4	413
1968.5	1969.5	1969 1963	année	1969	année	1963	4	464
1969.5	1970.5	1970 1963	année	1970	année	1963	4	515
1970.5	1971.5	1971 1963	année	1971	année	1963	4	566
1971.5	1972.5	1972 1963	année	1972	année	1963	4	617
1972.5	1973.5	1973 1963	année	1973	année	1963	4	668
1973.5	1974.5	1974 1963	année	1974	année	1963	4	719
1974.5	1975.5	1975 1963	année	1975	année	1963	4	770
1975.5	1976.5	1976 1963	année	1976	année	1963	4	821
1976.5	1977.5	1977 1963	année	1977	année	1963	4	872
1977.5	1978.5	1978 1963	année	1978	année	1963	4	923
1978.5	1979.5	1979 1963	année	1979	année	1963	4	974
1979.5	1980.5	1980 1963	année	1980	année	1963	4	1025
1980.5	1981.5	1981 1963	année	1981	année	1963	4	1076
1981.5	1982.5	1982 1963	année	1982	année	1963	4	1127
1982.5	1983.5	1983 1963	année	1983	année	1963	4	1178
1983.5	1984.5	1984 1963	année	1984	année	1963	4	1229
1984.5	1985.5	1985 1963	année	1985	année	1963	4	1280
1985.5	1986.5	1986 1963	année	1986	année	1963	4	1331
1986.5	1987.5	1987 1963	année	1987	année	1963	4	1382
1987.5	1988.5	1988 1963	année	1988	année	1963	4	1433
1988.5	1989.5	1989 1963	année	1989	année	1963	4	1484
1989.5	1990.5	1990 1963	année	1990	année	1963	4	1535
1990.5	1991.5	1991 1963	année	1991	année	1963	4	1586
1991.5	1992.5	1992 1963	année	1992	année	1963	4	1637
1992.5	1993.5	1993 1963	année	1993	année	1963	4	1688
1993.5	1994.5	1994 1963	année	1994	année	1963	4	1739
1994.5	1995.5	1995 1963	année	1995	année	1963	4	1790
1995.5	1996.5	1996 1963	année	1996	année	1963	4	1841
1996.5	1997.5	1997 1963	année	1997	année	1963	4	1892
1997.5	1998.5	1998 1963	année	1998	année	1963	4	1943
1998.5	1999.5	1999 1963	année	1999	année	1963	4	1994
1999.5	2000.5	2000 1963	année	2000	année	1963	4	2045
2000.5	2001.5	2001 1963	année	2001	année	1963	4	2096
2001.5	2002.5	2002 1963	année	2002	année	1963	4	2147
2002.5	2003.5	2003 1963	année	2003	année	1963	4	2198
2003.5	2004.5	2004 1963	année	2004	année	1963	4	2249
2004.5	2005.5	2005 1963	année	2005	année	1963	4	2300
2005.5	2006.5	2006 1963	année	2006	année	1963	4	2351
2006.5	2007.5	2007 1963	année	2007	année	1963	4	2402
2007.5	2008.5	2008 1963	année	2008	année	1963	4	2453
2008.5	2009.5	2009 1963	année	2009	année	1963	4	2504
2009.5	2010.5	2010 1963	année	2010	année	1963	4	2555
2010.5	2011.5	2011 1963	année	2011	année	1963	4	2606
1959.5	1960.5	1960 1964	année	1960	année	1964	4	5
1960.5	1961.5	1961 1964	année	1961	année	1964	4	56
1961.5	1962.5	1962 1964	année	1962	année	1964	4	107
1962.5	1963.5	1963 1964	année	1963	année	1964	4	158
1963.5	1964.5	1	année	1964	année	1964	4	1
1964.5	1965.5	1965 1964	année	1965	année	1964	4	261
1965.5	1966.5	1966 1964	année	1966	année	1964	4	312
1966.5	1967.5	1967 1964	année	1967	année	1964	4	363
1967.5	1968.5	1968 1964	année	1968	année	1964	4	414
1968.5	1969.5	1969 1964	année	1969	année	1964	4	465
1969.5	1970.5	1970 1964	année	1970	année	1964	4	516
1970.5	1971.5	1971 1964	année	1971	année	1964	4	567
1971.5	1972.5	1972 1964	année	1972	année	1964	4	618
1972.5	1973.5	1973 1964	année	1973	année	1964	4	669
1973.5	1974.5	1974 1964	année	1974	année	1964	4	720
1974.5	1975.5	1975 1964	année	1975	année	1964	4	771
1975.5	1976.5	1976 1964	année	1976	année	1964	4	822
1976.5	1977.5	1977 1964	année	1977	année	1964	4	873
1977.5	1978.5	1978 1964	année	1978	année	1964	4	924
1978.5	1979.5	1979 1964	année	1979	année	1964	4	975
1979.5	1980.5	1980 1964	année	1980	année	1964	4	1026
1980.5	1981.5	1981 1964	année	1981	année	1964	4	1077
1981.5	1982.5	1982 1964	année	1982	année	1964	4	1128
1982.5	1983.5	1983 1964	année	1983	année	1964	4	1179
1983.5	1984.5	1984 1964	année	1984	année	1964	4	1230
1984.5	1985.5	1985 1964	année	1985	année	1964	4	1281
1985.5	1986.5	1986 1964	année	1986	année	1964	4	1332
1986.5	1987.5	1987 1964	année	1987	année	1964	4	1383
1987.5	1988.5	1988 1964	année	1988	année	1964	4	1434
1988.5	1989.5	1989 1964	année	1989	année	1964	4	1485
1989.5	1990.5	1990 1964	année	1990	année	1964	4	1536
1990.5	1991.5	1991 1964	année	1991	année	1964	4	1587
1991.5	1992.5	1992 1964	année	1992	année	1964	4	1638
1992.5	1993.5	1993 1964	année	1993	année	1964	4	1689
1993.5	1994.5	1994 1964	année	1994	année	1964	4	1740
1994.5	1995.5	1995 1964	année	1995	année	1964	4	1791
1995.5	1996.5	1996 1964	année	1996	année	1964	4	1842
1996.5	1997.5	1997 1964	année	1997	année	1964	4	1893
1997.5	1998.5	1998 1964	année	1998	année	1964	4	1944
1998.5	1999.5	1999 1964	année	1999	année	1964	4	1995
1999.5	2000.5	2000 1964	année	2000	année	1964	4	2046
2000.5	2001.5	2001 1964	année	2001	année	1964	4	2097
2001.5	2002.5	2002 1964	année	2002	année	1964	4	2148
2002.5	2003.5	2003 1964	année	2003	année	1964	4	2199
2003.5	2004.5	2004 1964	année	2004	année	1964	4	2250
2004.5	2005.5	2005 1964	année	2005	année	1964	4	2301
2005.5	2006.5	2006 1964	année	2006	année	1964	4	2352
2006.5	2007.5	2007 1964	année	2007	année	1964	4	2403
2007.5	2008.5	2008 1964	année	2008	année	1964	4	2454
2008.5	2009.5	2009 1964	année	2009	année	1964	4	2505
2009.5	2010.5	2010 1964	année	2010	année	1964	4	2556
2010.5	2011.5	2011 1964	année	2011	année	1964	4	2607
1959.5	1960.5	1960 1965	année	1960	année	1965	4	6
1960.5	1961.5	1961 1965	année	1961	année	1965	4	57
1961.5	1962.5	1962 1965	année	1962	année	1965	4	108
1962.5	1963.5	1963 1965	année	1963	année	1965	4	159
1963.5	1964.5	1964 1965	année	1964	année	1965	4	210
1964.5	1965.5	1	année	1965	année	1965	4	1
1965.5	1966.5	1966 1965	année	1966	année	1965	4	313
1966.5	1967.5	1967 1965	année	1967	année	1965	4	364
1967.5	1968.5	1968 1965	année	1968	année	1965	4	415
1968.5	1969.5	1969 1965	année	1969	année	1965	4	466
1969.5	1970.5	1970 1965	année	1970	année	1965	4	517
1970.5	1971.5	1971 1965	année	1971	année	1965	4	568
1971.5	1972.5	1972 1965	année	1972	année	1965	4	619
1972.5	1973.5	1973 1965	année	1973	année	1965	4	670
1973.5	1974.5	1974 1965	année	1974	année	1965	4	721
1974.5	1975.5	1975 1965	année	1975	année	1965	4	772
1975.5	1976.5	1976 1965	année	1976	année	1965	4	823
1976.5	1977.5	1977 1965	année	1977	année	1965	4	874
1977.5	1978.5	1978 1965	année	1978	année	1965	4	925
1978.5	1979.5	1979 1965	année	1979	année	1965	4	976
1979.5	1980.5	1980 1965	année	1980	année	1965	4	1027
1980.5	1981.5	1981 1965	année	1981	année	1965	4	1078
1981.5	1982.5	1982 1965	année	1982	année	1965	4	1129
1982.5	1983.5	1983 1965	année	1983	année	1965	4	1180
1983.5	1984.5	1984 1965	année	1984	année	1965	4	1231
1984.5	1985.5	1985 1965	année	1985	année	1965	4	1282
1985.5	1986.5	1986 1965	année	1986	année	1965	4	1333
1986.5	1987.5	1987 1965	année	1987	année	1965	4	1384
1987.5	1988.5	1988 1965	année	1988	année	1965	4	1435
1988.5	1989.5	1989 1965	année	1989	année	1965	4	1486
1989.5	1990.5	1990 1965	année	1990	année	1965	4	1537
1990.5	1991.5	1991 1965	année	1991	année	1965	4	1588
1991.5	1992.5	1992 1965	année	1992	année	1965	4	1639
1992.5	1993.5	1993 1965	année	1993	année	1965	4	1690
1993.5	1994.5	1994 1965	année	1994	année	1965	4	1741
1994.5	1995.5	1995 1965	année	1995	année	1965	4	1792
1995.5	1996.5	1996 1965	année	1996	année	1965	4	1843
1996.5	1997.5	1997 1965	année	1997	année	1965	4	1894
1997.5	1998.5	1998 1965	année	1998	année	1965	4	1945
1998.5	1999.5	1999 1965	année	1999	année	1965	4	1996
1999.5	2000.5	2000 1965	année	2000	année	1965	4	2047
2000.5	2001.5	2001 1965	année	2001	année	1965	4	2098
2001.5	2002.5	2002 1965	année	2002	année	1965	4	2149
2002.5	2003.5	2003 1965	année	2003	année	1965	4	2200
2003.5	2004.5	2004 1965	année	2004	année	1965	4	2251
2004.5	2005.5	2005 1965	année	2005	année	1965	4	2302
2005.5	2006.5	2006 1965	année	2006	année	1965	4	2353
2006.5	2007.5	2007 1965	année	2007	année	1965	4	2404
2007.5	2008.5	2008 1965	année	2008	année	1965	4	2455
2008.5	2009.5	2009 1965	année	2009	année	1965	4	2506
2009.5	2010.5	2010 1965	année	2010	année	1965	4	2557
2010.5	2011.5	2011 1965	année	2011	année	1965	4	2608
1959.5	1960.5	1960 1966	année	1960	année	1966	4	7
1960.5	1961.5	1961 1966	année	1961	année	1966	4	58
1961.5	1962.5	1962 1966	année	1962	année	1966	4	109
1962.5	1963.5	1963 1966	année	1963	année	1966	4	160
1963.5	1964.5	1964 1966	année	1964	année	1966	4	211
1964.5	1965.5	1965 1966	année	1965	année	1966	4	262
1965.5	1966.5	1	année	1966	année	1966	4	1
1966.5	1967.5	1967 1966	année	1967	année	1966	4	365
1967.5	1968.5	1968 1966	année	1968	année	1966	4	416
1968.5	1969.5	1969 1966	année	1969	année	1966	4	467
1969.5	1970.5	1970 1966	année	1970	année	1966	4	518
1970.5	1971.5	1971 1966	année	1971	année	1966	4	569
1971.5	1972.5	1972 1966	année	1972	année	1966	4	620
1972.5	1973.5	1973 1966	année	1973	année	1966	4	671
1973.5	1974.5	1974 1966	année	1974	année	1966	4	722
1974.5	1975.5	1975 1966	année	1975	année	1966	4	773
1975.5	1976.5	1976 1966	année	1976	année	1966	4	824
1976.5	1977.5	1977 1966	année	1977	année	1966	4	875
1977.5	1978.5	1978 1966	année	1978	année	1966	4	926
1978.5	1979.5	1979 1966	année	1979	année	1966	4	977
1979.5	1980.5	1980 1966	année	1980	année	1966	4	1028
1980.5	1981.5	1981 1966	année	1981	année	1966	4	1079
1981.5	1982.5	1982 1966	année	1982	année	1966	4	1130
1982.5	1983.5	1983 1966	année	1983	année	1966	4	1181
1983.5	1984.5	1984 1966	année	1984	année	1966	4	1232
1984.5	1985.5	1985 1966	année	1985	année	1966	4	1283
1985.5	1986.5	1986 1966	année	1986	année	1966	4	1334
1986.5	1987.5	1987 1966	année	1987	année	1966	4	1385
1987.5	1988.5	1988 1966	année	1988	année	1966	4	1436
1988.5	1989.5	1989 1966	année	1989	année	1966	4	1487
1989.5	1990.5	1990 1966	année	1990	année	1966	4	1538
1990.5	1991.5	1991 1966	année	1991	année	1966	4	1589
1991.5	1992.5	1992 1966	année	1992	année	1966	4	1640
1992.5	1993.5	1993 1966	année	1993	année	1966	4	1691
1993.5	1994.5	1994 1966	année	1994	année	1966	4	1742
1994.5	1995.5	1995 1966	année	1995	année	1966	4	1793
1995.5	1996.5	1996 1966	année	1996	année	1966	4	1844
1996.5	1997.5	1997 1966	année	1997	année	1966	4	1895
1997.5	1998.5	1998 1966	année	1998	année	1966	4	1946
1998.5	1999.5	1999 1966	année	1999	année	1966	4	1997
1999.5	2000.5	2000 1966	année	2000	année	1966	4	2048
2000.5	2001.5	2001 1966	année	2001	année	1966	4	2099
2001.5	2002.5	2002 1966	année	2002	année	1966	4	2150
2002.5	2003.5	2003 1966	année	2003	année	1966	4	2201
2003.5	2004.5	2004 1966	année	2004	année	1966	4	2252
2004.5	2005.5	2005 1966	année	2005	année	1966	4	2303
2005.5	2006.5	2006 1966	année	2006	année	1966	4	2354
2006.5	2007.5	2007 1966	année	2007	année	1966	4	2405
2007.5	2008.5	2008 1966	année	2008	année	1966	4	2456
2008.5	2009.5	2009 1966	année	2009	année	1966	4	2507
2009.5	2010.5	2010 1966	année	2010	année	1966	4	2558
2010.5	2011.5	2011 1966	année	2011	année	1966	4	2609
1959.5	1960.5	1960 1967	année	1960	année	1967	4	8
1960.5	1961.5	1961 1967	année	1961	année	1967	4	59
1961.5	1962.5	1962 1967	année	1962	année	1967	4	110
1962.5	1963.5	1963 1967	année	1963	année	1967	4	161
1963.5	1964.5	1964 1967	année	1964	année	1967	4	212
1964.5	1965.5	1965 1967	année	1965	année	1967	4	263
1965.5	1966.5	1966 1967	année	1966	année	1967	4	314
1966.5	1967.5	1	année	1967	année	1967	4	1
1967.5	1968.5	1968 1967	année	1968	année	1967	4	417
1968.5	1969.5	1969 1967	année	1969	année	1967	4	468
1969.5	1970.5	1970 1967	année	1970	année	1967	4	519
1970.5	1971.5	1971 1967	année	1971	année	1967	4	570
1971.5	1972.5	1972 1967	année	1972	année	1967	4	621
1972.5	1973.5	1973 1967	année	1973	année	1967	4	672
1973.5	1974.5	1974 1967	année	1974	année	1967	4	723
1974.5	1975.5	1975 1967	année	1975	année	1967	4	774
1975.5	1976.5	1976 1967	année	1976	année	1967	4	825
1976.5	1977.5	1977 1967	année	1977	année	1967	4	876
1977.5	1978.5	1978 1967	année	1978	année	1967	4	927
1978.5	1979.5	1979 1967	année	1979	année	1967	4	978
1979.5	1980.5	1980 1967	année	1980	année	1967	4	1029
1980.5	1981.5	1981 1967	année	1981	année	1967	4	1080
1981.5	1982.5	1982 1967	année	1982	année	1967	4	1131
1982.5	1983.5	1983 1967	année	1983	année	1967	4	1182
1983.5	1984.5	1984 1967	année	1984	année	1967	4	1233
1984.5	1985.5	1985 1967	année	1985	année	1967	4	1284
1985.5	1986.5	1986 1967	année	1986	année	1967	4	1335
1986.5	1987.5	1987 1967	année	1987	année	1967	4	1386
1987.5	1988.5	1988 1967	année	1988	année	1967	4	1437
1988.5	1989.5	1989 1967	année	1989	année	1967	4	1488
1989.5	1990.5	1990 1967	année	1990	année	1967	4	1539
1990.5	1991.5	1991 1967	année	1991	année	1967	4	1590
1991.5	1992.5	1992 1967	année	1992	année	1967	4	1641
1992.5	1993.5	1993 1967	année	1993	année	1967	4	1692
1993.5	1994.5	1994 1967	année	1994	année	1967	4	1743
1994.5	1995.5	1995 1967	année	1995	année	1967	4	1794
1995.5	1996.5	1996 1967	année	1996	année	1967	4	1845
1996.5	1997.5	1997 1967	année	1997	année	1967	4	1896
1997.5	1998.5	1998 1967	année	1998	année	1967	4	1947
1998.5	1999.5	1999 1967	année	1999	année	1967	4	1998
1999.5	2000.5	2000 1967	année	2000	année	1967	4	2049
2000.5	2001.5	2001 1967	année	2001	année	1967	4	2100
2001.5	2002.5	2002 1967	année	2002	année	1967	4	2151
2002.5	2003.5	2003 1967	année	2003	année	1967	4	2202
2003.5	2004.5	2004 1967	année	2004	année	1967	4	2253
2004.5	2005.5	2005 1967	année	2005	année	1967	4	2304
2005.5	2006.5	2006 1967	année	2006	année	1967	4	2355
2006.5	2007.5	2007 1967	année	2007	année	1967	4	2406
2007.5	2008.5	2008 1967	année	2008	année	1967	4	2457
2008.5	2009.5	2009 1967	année	2009	année	1967	4	2508
2009.5	2010.5	2010 1967	année	2010	année	1967	4	2559
2010.5	2011.5	2011 1967	année	2011	année	1967	4	2610
1959.5	1960.5	1960 1968	année	1960	année	1968	4	9
1960.5	1961.5	1961 1968	année	1961	année	1968	4	60
1961.5	1962.5	1962 1968	année	1962	année	1968	4	111
1962.5	1963.5	1963 1968	année	1963	année	1968	4	162
1963.5	1964.5	1964 1968	année	1964	année	1968	4	213
1964.5	1965.5	1965 1968	année	1965	année	1968	4	264
1965.5	1966.5	1966 1968	année	1966	année	1968	4	315
1966.5	1967.5	1967 1968	année	1967	année	1968	4	366
1967.5	1968.5	1	année	1968	année	1968	4	1
1968.5	1969.5	1969 1968	année	1969	année	1968	4	469
1969.5	1970.5	1970 1968	année	1970	année	1968	4	520
1970.5	1971.5	1971 1968	année	1971	année	1968	4	571
1971.5	1972.5	1972 1968	année	1972	année	1968	4	622
1972.5	1973.5	1973 1968	année	1973	année	1968	4	673
1973.5	1974.5	1974 1968	année	1974	année	1968	4	724
1974.5	1975.5	1975 1968	année	1975	année	1968	4	775
1975.5	1976.5	1976 1968	année	1976	année	1968	4	826
1976.5	1977.5	1977 1968	année	1977	année	1968	4	877
1977.5	1978.5	1978 1968	année	1978	année	1968	4	928
1978.5	1979.5	1979 1968	année	1979	année	1968	4	979
1979.5	1980.5	1980 1968	année	1980	année	1968	4	1030
1980.5	1981.5	1981 1968	année	1981	année	1968	4	1081
1981.5	1982.5	1982 1968	année	1982	année	1968	4	1132
1982.5	1983.5	1983 1968	année	1983	année	1968	4	1183
1983.5	1984.5	1984 1968	année	1984	année	1968	4	1234
1984.5	1985.5	1985 1968	année	1985	année	1968	4	1285
1985.5	1986.5	1986 1968	année	1986	année	1968	4	1336
1986.5	1987.5	1987 1968	année	1987	année	1968	4	1387
1987.5	1988.5	1988 1968	année	1988	année	1968	4	1438
1988.5	1989.5	1989 1968	année	1989	année	1968	4	1489
1989.5	1990.5	1990 1968	année	1990	année	1968	4	1540
1990.5	1991.5	1991 1968	année	1991	année	1968	4	1591
1991.5	1992.5	1992 1968	année	1992	année	1968	4	1642
1992.5	1993.5	1993 1968	année	1993	année	1968	4	1693
1993.5	1994.5	1994 1968	année	1994	année	1968	4	1744
1994.5	1995.5	1995 1968	année	1995	année	1968	4	1795
1995.5	1996.5	1996 1968	année	1996	année	1968	4	1846
1996.5	1997.5	1997 1968	année	1997	année	1968	4	1897
1997.5	1998.5	1998 1968	année	1998	année	1968	4	1948
