colour	x	y	key	group	clickSelects	showSelected1	PANEL
#A58AFF	7.73	2000	Afghanistan	1	Afghanistan	Asie du Sud	1
#A58AFF	7.595	2001	Afghanistan	1	Afghanistan	Asie du Sud	1
#A58AFF	7.447	2002	Afghanistan	1	Afghanistan	Asie du Sud	1
#A58AFF	7.294	2003	Afghanistan	1	Afghanistan	Asie du Sud	1
#A58AFF	7.14	2004	Afghanistan	1	Afghanistan	Asie du Sud	1
#A58AFF	6.989	2005	Afghanistan	1	Afghanistan	Asie du Sud	1
#A58AFF	6.843	2006	Afghanistan	1	Afghanistan	Asie du Sud	1
#A58AFF	6.7	2007	Afghanistan	1	Afghanistan	Asie du Sud	1
#A58AFF	6.559	2008	Afghanistan	1	Afghanistan	Asie du Sud	1
#A58AFF	6.422	2009	Afghanistan	1	Afghanistan	Asie du Sud	1
#A58AFF	6.288	2010	Afghanistan	1	Afghanistan	Asie du Sud	1
#A58AFF	6.158	2011	Afghanistan	1	Afghanistan	Asie du Sud	1
#53B400	2	1982	Antigua-et-Barbuda	7	Antigua-et-Barbuda	Amérique latine et Caraïbes	1
#53B400	1.9	1987	Antigua-et-Barbuda	7	Antigua-et-Barbuda	Amérique latine et Caraïbes	1
#53B400	1.7	1992	Antigua-et-Barbuda	7	Antigua-et-Barbuda	Amérique latine et Caraïbes	1
#53B400	1.7	1997	Antigua-et-Barbuda	7	Antigua-et-Barbuda	Amérique latine et Caraïbes	1
#53B400	1.7	2002	Antigua-et-Barbuda	7	Antigua-et-Barbuda	Amérique latine et Caraïbes	1
#C49A00	5.951	1960	Albanie	3	Albanie	Europe et Asie centrale	1
#C49A00	5.891	1961	Albanie	3	Albanie	Europe et Asie centrale	1
#C49A00	5.808	1962	Albanie	3	Albanie	Europe et Asie centrale	1
#C49A00	5.704	1963	Albanie	3	Albanie	Europe et Asie centrale	1
#C49A00	5.586	1964	Albanie	3	Albanie	Europe et Asie centrale	1
#C49A00	5.458	1965	Albanie	3	Albanie	Europe et Asie centrale	1
#C49A00	5.329	1966	Albanie	3	Albanie	Europe et Asie centrale	1
#C49A00	5.202	1967	Albanie	3	Albanie	Europe et Asie centrale	1
#C49A00	5.083	1968	Albanie	3	Albanie	Europe et Asie centrale	1
#C49A00	4.972	1969	Albanie	3	Albanie	Europe et Asie centrale	1
#C49A00	4.872	1970	Albanie	3	Albanie	Europe et Asie centrale	1
#C49A00	4.778	1971	Albanie	3	Albanie	Europe et Asie centrale	1
#C49A00	4.688	1972	Albanie	3	Albanie	Europe et Asie centrale	1
#C49A00	4.598	1973	Albanie	3	Albanie	Europe et Asie centrale	1
#C49A00	4.507	1974	Albanie	3	Albanie	Europe et Asie centrale	1
#C49A00	4.417	1975	Albanie	3	Albanie	Europe et Asie centrale	1
#C49A00	4.33	1976	Albanie	3	Albanie	Europe et Asie centrale	1
#C49A00	4.247	1977	Albanie	3	Albanie	Europe et Asie centrale	1
#C49A00	4.17	1978	Albanie	3	Albanie	Europe et Asie centrale	1
#C49A00	4.099	1979	Albanie	3	Albanie	Europe et Asie centrale	1
#C49A00	4.037	1980	Albanie	3	Albanie	Europe et Asie centrale	1
#C49A00	3.985	1981	Albanie	3	Albanie	Europe et Asie centrale	1
#C49A00	3.942	1982	Albanie	3	Albanie	Europe et Asie centrale	1
#C49A00	3.904	1983	Albanie	3	Albanie	Europe et Asie centrale	1
#C49A00	3.865	1984	Albanie	3	Albanie	Europe et Asie centrale	1
#C49A00	3.816	1985	Albanie	3	Albanie	Europe et Asie centrale	1
#C49A00	3.747	1986	Albanie	3	Albanie	Europe et Asie centrale	1
#C49A00	3.65	1987	Albanie	3	Albanie	Europe et Asie centrale	1
#C49A00	3.527	1988	Albanie	3	Albanie	Europe et Asie centrale	1
#C49A00	3.38	1989	Albanie	3	Albanie	Europe et Asie centrale	1
#C49A00	3.219	1990	Albanie	3	Albanie	Europe et Asie centrale	1
#C49A00	3.058	1991	Albanie	3	Albanie	Europe et Asie centrale	1
#C49A00	2.91	1992	Albanie	3	Albanie	Europe et Asie centrale	1
#C49A00	2.784	1993	Albanie	3	Albanie	Europe et Asie centrale	1
#C49A00	2.683	1994	Albanie	3	Albanie	Europe et Asie centrale	1
#C49A00	2.604	1995	Albanie	3	Albanie	Europe et Asie centrale	1
#C49A00	2.54	1996	Albanie	3	Albanie	Europe et Asie centrale	1
#C49A00	2.478	1997	Albanie	3	Albanie	Europe et Asie centrale	1
#C49A00	2.409	1998	Albanie	3	Albanie	Europe et Asie centrale	1
#C49A00	2.33	1999	Albanie	3	Albanie	Europe et Asie centrale	1
#C49A00	2.241	2000	Albanie	3	Albanie	Europe et Asie centrale	1
#C49A00	2.142	2001	Albanie	3	Albanie	Europe et Asie centrale	1
#C49A00	2.04	2002	Albanie	3	Albanie	Europe et Asie centrale	1
#C49A00	1.941	2003	Albanie	3	Albanie	Europe et Asie centrale	1
#C49A00	1.847	2004	Albanie	3	Albanie	Europe et Asie centrale	1
#C49A00	1.764	2005	Albanie	3	Albanie	Europe et Asie centrale	1
#C49A00	1.692	2006	Albanie	3	Albanie	Europe et Asie centrale	1
#C49A00	1.635	2007	Albanie	3	Albanie	Europe et Asie centrale	1
#C49A00	1.59	2008	Albanie	3	Albanie	Europe et Asie centrale	1
#C49A00	1.558	2009	Albanie	3	Albanie	Europe et Asie centrale	1
#C49A00	1.536	2010	Albanie	3	Albanie	Europe et Asie centrale	1
#C49A00	1.523	2011	Albanie	3	Albanie	Europe et Asie centrale	1
#C49A00	4.55	1960	Arménie	10	Arménie	Europe et Asie centrale	1
#C49A00	4.512	1961	Arménie	10	Arménie	Europe et Asie centrale	1
#C49A00	4.435	1962	Arménie	10	Arménie	Europe et Asie centrale	1
#C49A00	4.317	1963	Arménie	10	Arménie	Europe et Asie centrale	1
#C49A00	4.161	1964	Arménie	10	Arménie	Europe et Asie centrale	1
#C49A00	3.979	1965	Arménie	10	Arménie	Europe et Asie centrale	1
#C49A00	3.788	1966	Arménie	10	Arménie	Europe et Asie centrale	1
#C49A00	3.606	1967	Arménie	10	Arménie	Europe et Asie centrale	1
#C49A00	3.447	1968	Arménie	10	Arménie	Europe et Asie centrale	1
#C49A00	3.314	1969	Arménie	10	Arménie	Europe et Asie centrale	1
#C49A00	3.208	1970	Arménie	10	Arménie	Europe et Asie centrale	1
#C49A00	3.118	1971	Arménie	10	Arménie	Europe et Asie centrale	1
#C49A00	3.032	1972	Arménie	10	Arménie	Europe et Asie centrale	1
#C49A00	2.942	1973	Arménie	10	Arménie	Europe et Asie centrale	1
#C49A00	2.846	1974	Arménie	10	Arménie	Europe et Asie centrale	1
#C49A00	2.745	1975	Arménie	10	Arménie	Europe et Asie centrale	1
#C49A00	2.646	1976	Arménie	10	Arménie	Europe et Asie centrale	1
#C49A00	2.555	1977	Arménie	10	Arménie	Europe et Asie centrale	1
#C49A00	2.479	1978	Arménie	10	Arménie	Europe et Asie centrale	1
#C49A00	2.421	1979	Arménie	10	Arménie	Europe et Asie centrale	1
#C49A00	2.385	1980	Arménie	10	Arménie	Europe et Asie centrale	1
#C49A00	2.373	1981	Arménie	10	Arménie	Europe et Asie centrale	1
#C49A00	2.381	1982	Arménie	10	Arménie	Europe et Asie centrale	1
#C49A00	2.406	1983	Arménie	10	Arménie	Europe et Asie centrale	1
#C49A00	2.441	1984	Arménie	10	Arménie	Europe et Asie centrale	1
#C49A00	2.481	1985	Arménie	10	Arménie	Europe et Asie centrale	1
#C49A00	2.519	1986	Arménie	10	Arménie	Europe et Asie centrale	1
#C49A00	2.549	1987	Arménie	10	Arménie	Europe et Asie centrale	1
#C49A00	2.566	1988	Arménie	10	Arménie	Europe et Asie centrale	1
#C49A00	2.565	1989	Arménie	10	Arménie	Europe et Asie centrale	1
#C49A00	2.538	1990	Arménie	10	Arménie	Europe et Asie centrale	1
#C49A00	2.482	1991	Arménie	10	Arménie	Europe et Asie centrale	1
#C49A00	2.399	1992	Arménie	10	Arménie	Europe et Asie centrale	1
#C49A00	2.295	1993	Arménie	10	Arménie	Europe et Asie centrale	1
#C49A00	2.176	1994	Arménie	10	Arménie	Europe et Asie centrale	1
#C49A00	2.053	1995	Arménie	10	Arménie	Europe et Asie centrale	1
#C49A00	1.938	1996	Arménie	10	Arménie	Europe et Asie centrale	1
#C49A00	1.838	1997	Arménie	10	Arménie	Europe et Asie centrale	1
#C49A00	1.762	1998	Arménie	10	Arménie	Europe et Asie centrale	1
#C49A00	1.712	1999	Arménie	10	Arménie	Europe et Asie centrale	1
#C49A00	1.688	2000	Arménie	10	Arménie	Europe et Asie centrale	1
#C49A00	1.684	2001	Arménie	10	Arménie	Europe et Asie centrale	1
#C49A00	1.692	2002	Arménie	10	Arménie	Europe et Asie centrale	1
#C49A00	1.704	2003	Arménie	10	Arménie	Europe et Asie centrale	1
#C49A00	1.715	2004	Arménie	10	Arménie	Europe et Asie centrale	1
#C49A00	1.724	2005	Arménie	10	Arménie	Europe et Asie centrale	1
#C49A00	1.728	2006	Arménie	10	Arménie	Europe et Asie centrale	1
#C49A00	1.731	2007	Arménie	10	Arménie	Europe et Asie centrale	1
#C49A00	1.734	2008	Arménie	10	Arménie	Europe et Asie centrale	1
#C49A00	1.735	2009	Arménie	10	Arménie	Europe et Asie centrale	1
#C49A00	1.736	2010	Arménie	10	Arménie	Europe et Asie centrale	1
#C49A00	1.736	2011	Arménie	10	Arménie	Europe et Asie centrale	1
#FB61D7	7.316	1960	Angola	6	Angola	Afrique subsaharienne	1
#FB61D7	7.354	1961	Angola	6	Angola	Afrique subsaharienne	1
#FB61D7	7.385	1962	Angola	6	Angola	Afrique subsaharienne	1
#FB61D7	7.41	1963	Angola	6	Angola	Afrique subsaharienne	1
#FB61D7	7.425	1964	Angola	6	Angola	Afrique subsaharienne	1
#FB61D7	7.43	1965	Angola	6	Angola	Afrique subsaharienne	1
#FB61D7	7.422	1966	Angola	6	Angola	Afrique subsaharienne	1
#FB61D7	7.403	1967	Angola	6	Angola	Afrique subsaharienne	1
#FB61D7	7.375	1968	Angola	6	Angola	Afrique subsaharienne	1
#FB61D7	7.339	1969	Angola	6	Angola	Afrique subsaharienne	1
#FB61D7	7.301	1970	Angola	6	Angola	Afrique subsaharienne	1
#FB61D7	7.264	1971	Angola	6	Angola	Afrique subsaharienne	1
#FB61D7	7.232	1972	Angola	6	Angola	Afrique subsaharienne	1
#FB61D7	7.208	1973	Angola	6	Angola	Afrique subsaharienne	1
#FB61D7	7.192	1974	Angola	6	Angola	Afrique subsaharienne	1
#FB61D7	7.185	1975	Angola	6	Angola	Afrique subsaharienne	1
#FB61D7	7.186	1976	Angola	6	Angola	Afrique subsaharienne	1
#FB61D7	7.189	1977	Angola	6	Angola	Afrique subsaharienne	1
#FB61D7	7.194	1978	Angola	6	Angola	Afrique subsaharienne	1
#FB61D7	7.197	1979	Angola	6	Angola	Afrique subsaharienne	1
#FB61D7	7.2	1980	Angola	6	Angola	Afrique subsaharienne	1
#FB61D7	7.201	1981	Angola	6	Angola	Afrique subsaharienne	1
#FB61D7	7.203	1982	Angola	6	Angola	Afrique subsaharienne	1
#FB61D7	7.205	1983	Angola	6	Angola	Afrique subsaharienne	1
#FB61D7	7.207	1984	Angola	6	Angola	Afrique subsaharienne	1
#FB61D7	7.208	1985	Angola	6	Angola	Afrique subsaharienne	1
#FB61D7	7.206	1986	Angola	6	Angola	Afrique subsaharienne	1
#FB61D7	7.202	1987	Angola	6	Angola	Afrique subsaharienne	1
#FB61D7	7.194	1988	Angola	6	Angola	Afrique subsaharienne	1
#FB61D7	7.182	1989	Angola	6	Angola	Afrique subsaharienne	1
#FB61D7	7.165	1990	Angola	6	Angola	Afrique subsaharienne	1
#FB61D7	7.144	1991	Angola	6	Angola	Afrique subsaharienne	1
#FB61D7	7.12	1992	Angola	6	Angola	Afrique subsaharienne	1
#FB61D7	7.093	1993	Angola	6	Angola	Afrique subsaharienne	1
#FB61D7	7.063	1994	Angola	6	Angola	Afrique subsaharienne	1
#FB61D7	7.03	1995	Angola	6	Angola	Afrique subsaharienne	1
#FB61D7	6.997	1996	Angola	6	Angola	Afrique subsaharienne	1
#FB61D7	6.963	1997	Angola	6	Angola	Afrique subsaharienne	1
#FB61D7	6.925	1998	Angola	6	Angola	Afrique subsaharienne	1
#FB61D7	6.882	1999	Angola	6	Angola	Afrique subsaharienne	1
#FB61D7	6.826	2000	Angola	6	Angola	Afrique subsaharienne	1
#FB61D7	6.751	2001	Angola	6	Angola	Afrique subsaharienne	1
#FB61D7	6.654	2002	Angola	6	Angola	Afrique subsaharienne	1
#FB61D7	6.533	2003	Angola	6	Angola	Afrique subsaharienne	1
#FB61D7	6.391	2004	Angola	6	Angola	Afrique subsaharienne	1
#FB61D7	6.233	2005	Angola	6	Angola	Afrique subsaharienne	1
#FB61D7	6.066	2006	Angola	6	Angola	Afrique subsaharienne	1
#FB61D7	5.898	2007	Angola	6	Angola	Afrique subsaharienne	1
#FB61D7	5.736	2008	Angola	6	Angola	Afrique subsaharienne	1
#FB61D7	5.584	2009	Angola	6	Angola	Afrique subsaharienne	1
#FB61D7	5.443	2010	Angola	6	Angola	Afrique subsaharienne	1
#FB61D7	5.313	2011	Angola	6	Angola	Afrique subsaharienne	1
#53B400	3.109	1960	Argentine	9	Argentine	Amérique latine et Caraïbes	1
#53B400	3.1	1961	Argentine	9	Argentine	Amérique latine et Caraïbes	1
#53B400	3.089	1962	Argentine	9	Argentine	Amérique latine et Caraïbes	1
#53B400	3.078	1963	Argentine	9	Argentine	Amérique latine et Caraïbes	1
#53B400	3.068	1964	Argentine	9	Argentine	Amérique latine et Caraïbes	1
#53B400	3.058	1965	Argentine	9	Argentine	Amérique latine et Caraïbes	1
#53B400	3.051	1966	Argentine	9	Argentine	Amérique latine et Caraïbes	1
#53B400	3.048	1967	Argentine	9	Argentine	Amérique latine et Caraïbes	1
#53B400	3.049	1968	Argentine	9	Argentine	Amérique latine et Caraïbes	1
#53B400	3.056	1969	Argentine	9	Argentine	Amérique latine et Caraïbes	1
#53B400	3.073	1970	Argentine	9	Argentine	Amérique latine et Caraïbes	1
#53B400	3.104	1971	Argentine	9	Argentine	Amérique latine et Caraïbes	1
#53B400	3.148	1972	Argentine	9	Argentine	Amérique latine et Caraïbes	1
#53B400	3.203	1973	Argentine	9	Argentine	Amérique latine et Caraïbes	1
#53B400	3.264	1974	Argentine	9	Argentine	Amérique latine et Caraïbes	1
#53B400	3.321	1975	Argentine	9	Argentine	Amérique latine et Caraïbes	1
#53B400	3.366	1976	Argentine	9	Argentine	Amérique latine et Caraïbes	1
#53B400	3.391	1977	Argentine	9	Argentine	Amérique latine et Caraïbes	1
#53B400	3.391	1978	Argentine	9	Argentine	Amérique latine et Caraïbes	1
#53B400	3.368	1979	Argentine	9	Argentine	Amérique latine et Caraïbes	1
#53B400	3.325	1980	Argentine	9	Argentine	Amérique latine et Caraïbes	1
#53B400	3.27	1981	Argentine	9	Argentine	Amérique latine et Caraïbes	1
#53B400	3.213	1982	Argentine	9	Argentine	Amérique latine et Caraïbes	1
#53B400	3.163	1983	Argentine	9	Argentine	Amérique latine et Caraïbes	1
#53B400	3.123	1984	Argentine	9	Argentine	Amérique latine et Caraïbes	1
#53B400	3.093	1985	Argentine	9	Argentine	Amérique latine et Caraïbes	1
#53B400	3.073	1986	Argentine	9	Argentine	Amérique latine et Caraïbes	1
#53B400	3.056	1987	Argentine	9	Argentine	Amérique latine et Caraïbes	1
#53B400	3.037	1988	Argentine	9	Argentine	Amérique latine et Caraïbes	1
#53B400	3.016	1989	Argentine	9	Argentine	Amérique latine et Caraïbes	1
#53B400	2.989	1990	Argentine	9	Argentine	Amérique latine et Caraïbes	1
#53B400	2.956	1991	Argentine	9	Argentine	Amérique latine et Caraïbes	1
#53B400	2.918	1992	Argentine	9	Argentine	Amérique latine et Caraïbes	1
#53B400	2.875	1993	Argentine	9	Argentine	Amérique latine et Caraïbes	1
#53B400	2.827	1994	Argentine	9	Argentine	Amérique latine et Caraïbes	1
#53B400	2.774	1995	Argentine	9	Argentine	Amérique latine et Caraïbes	1
#53B400	2.717	1996	Argentine	9	Argentine	Amérique latine et Caraïbes	1
#53B400	2.657	1997	Argentine	9	Argentine	Amérique latine et Caraïbes	1
#53B400	2.596	1998	Argentine	9	Argentine	Amérique latine et Caraïbes	1
#53B400	2.535	1999	Argentine	9	Argentine	Amérique latine et Caraïbes	1
#53B400	2.477	2000	Argentine	9	Argentine	Amérique latine et Caraïbes	1
#53B400	2.425	2001	Argentine	9	Argentine	Amérique latine et Caraïbes	1
#53B400	2.379	2002	Argentine	9	Argentine	Amérique latine et Caraïbes	1
#53B400	2.341	2003	Argentine	9	Argentine	Amérique latine et Caraïbes	1
#53B400	2.31	2004	Argentine	9	Argentine	Amérique latine et Caraïbes	1
#53B400	2.287	2005	Argentine	9	Argentine	Amérique latine et Caraïbes	1
#53B400	2.269	2006	Argentine	9	Argentine	Amérique latine et Caraïbes	1
#53B400	2.254	2007	Argentine	9	Argentine	Amérique latine et Caraïbes	1
#53B400	2.24	2008	Argentine	9	Argentine	Amérique latine et Caraïbes	1
#53B400	2.226	2009	Argentine	9	Argentine	Amérique latine et Caraïbes	1
#53B400	2.211	2010	Argentine	9	Argentine	Amérique latine et Caraïbes	1
#53B400	2.196	2011	Argentine	9	Argentine	Amérique latine et Caraïbes	1
#C49A00	2.69	1960	Autriche	13	Autriche	Europe et Asie centrale	1
#C49A00	2.799	1961	Autriche	13	Autriche	Europe et Asie centrale	1
#C49A00	2.798	1962	Autriche	13	Autriche	Europe et Asie centrale	1
#C49A00	2.811	1963	Autriche	13	Autriche	Europe et Asie centrale	1
#C49A00	2.77	1964	Autriche	13	Autriche	Europe et Asie centrale	1
#C49A00	2.685	1965	Autriche	13	Autriche	Europe et Asie centrale	1
#C49A00	2.662	1966	Autriche	13	Autriche	Europe et Asie centrale	1
#C49A00	2.63	1967	Autriche	13	Autriche	Europe et Asie centrale	1
#C49A00	2.591	1968	Autriche	13	Autriche	Europe et Asie centrale	1
#C49A00	2.496	1969	Autriche	13	Autriche	Europe et Asie centrale	1
#C49A00	2.29	1970	Autriche	13	Autriche	Europe et Asie centrale	1
#C49A00	2.202	1971	Autriche	13	Autriche	Europe et Asie centrale	1
#C49A00	2.102	1972	Autriche	13	Autriche	Europe et Asie centrale	1
#C49A00	1.97	1973	Autriche	13	Autriche	Europe et Asie centrale	1
#C49A00	1.95	1974	Autriche	13	Autriche	Europe et Asie centrale	1
#C49A00	1.82	1975	Autriche	13	Autriche	Europe et Asie centrale	1
#C49A00	1.698	1976	Autriche	13	Autriche	Europe et Asie centrale	1
#C49A00	1.641	1977	Autriche	13	Autriche	Europe et Asie centrale	1
#C49A00	1.621	1978	Autriche	13	Autriche	Europe et Asie centrale	1
#C49A00	1.6	1979	Autriche	13	Autriche	Europe et Asie centrale	1
#C49A00	1.62	1980	Autriche	13	Autriche	Europe et Asie centrale	1
