colour	x	y	key	group	clickSelects	showSelected1	PANEL
#FB61D7	6.75	1973	Burkina Faso	31	Burkina Faso	Afrique subsaharienne	1
#FB61D7	6.807	1974	Burkina Faso	31	Burkina Faso	Afrique subsaharienne	1
#FB61D7	6.868	1975	Burkina Faso	31	Burkina Faso	Afrique subsaharienne	1
#FB61D7	6.927	1976	Burkina Faso	31	Burkina Faso	Afrique subsaharienne	1
#FB61D7	6.98	1977	Burkina Faso	31	Burkina Faso	Afrique subsaharienne	1
#FB61D7	7.022	1978	Burkina Faso	31	Burkina Faso	Afrique subsaharienne	1
#FB61D7	7.053	1979	Burkina Faso	31	Burkina Faso	Afrique subsaharienne	1
#FB61D7	7.069	1980	Burkina Faso	31	Burkina Faso	Afrique subsaharienne	1
#FB61D7	7.074	1981	Burkina Faso	31	Burkina Faso	Afrique subsaharienne	1
#FB61D7	7.07	1982	Burkina Faso	31	Burkina Faso	Afrique subsaharienne	1
#FB61D7	7.059	1983	Burkina Faso	31	Burkina Faso	Afrique subsaharienne	1
#FB61D7	7.043	1984	Burkina Faso	31	Burkina Faso	Afrique subsaharienne	1
#FB61D7	7.022	1985	Burkina Faso	31	Burkina Faso	Afrique subsaharienne	1
#FB61D7	6.996	1986	Burkina Faso	31	Burkina Faso	Afrique subsaharienne	1
#FB61D7	6.965	1987	Burkina Faso	31	Burkina Faso	Afrique subsaharienne	1
#FB61D7	6.93	1988	Burkina Faso	31	Burkina Faso	Afrique subsaharienne	1
#FB61D7	6.889	1989	Burkina Faso	31	Burkina Faso	Afrique subsaharienne	1
#FB61D7	6.844	1990	Burkina Faso	31	Burkina Faso	Afrique subsaharienne	1
#FB61D7	6.794	1991	Burkina Faso	31	Burkina Faso	Afrique subsaharienne	1
#FB61D7	6.739	1992	Burkina Faso	31	Burkina Faso	Afrique subsaharienne	1
#FB61D7	6.681	1993	Burkina Faso	31	Burkina Faso	Afrique subsaharienne	1
#FB61D7	6.62	1994	Burkina Faso	31	Burkina Faso	Afrique subsaharienne	1
#FB61D7	6.558	1995	Burkina Faso	31	Burkina Faso	Afrique subsaharienne	1
#FB61D7	6.495	1996	Burkina Faso	31	Burkina Faso	Afrique subsaharienne	1
#FB61D7	6.432	1997	Burkina Faso	31	Burkina Faso	Afrique subsaharienne	1
#FB61D7	6.372	1998	Burkina Faso	31	Burkina Faso	Afrique subsaharienne	1
#FB61D7	6.314	1999	Burkina Faso	31	Burkina Faso	Afrique subsaharienne	1
#FB61D7	6.259	2000	Burkina Faso	31	Burkina Faso	Afrique subsaharienne	1
#FB61D7	6.208	2001	Burkina Faso	31	Burkina Faso	Afrique subsaharienne	1
#FB61D7	6.161	2002	Burkina Faso	31	Burkina Faso	Afrique subsaharienne	1
#FB61D7	6.117	2003	Burkina Faso	31	Burkina Faso	Afrique subsaharienne	1
#FB61D7	6.075	2004	Burkina Faso	31	Burkina Faso	Afrique subsaharienne	1
#FB61D7	6.036	2005	Burkina Faso	31	Burkina Faso	Afrique subsaharienne	1
#FB61D7	5.998	2006	Burkina Faso	31	Burkina Faso	Afrique subsaharienne	1
#FB61D7	5.961	2007	Burkina Faso	31	Burkina Faso	Afrique subsaharienne	1
#FB61D7	5.924	2008	Burkina Faso	31	Burkina Faso	Afrique subsaharienne	1
#FB61D7	5.887	2009	Burkina Faso	31	Burkina Faso	Afrique subsaharienne	1
#FB61D7	5.85	2010	Burkina Faso	31	Burkina Faso	Afrique subsaharienne	1
#FB61D7	5.812	2011	Burkina Faso	31	Burkina Faso	Afrique subsaharienne	1
#C49A00	2.308	1960	Bulgarie	30	Bulgarie	Europe et Asie centrale	1
#C49A00	2.29	1961	Bulgarie	30	Bulgarie	Europe et Asie centrale	1
#C49A00	2.24	1962	Bulgarie	30	Bulgarie	Europe et Asie centrale	1
#C49A00	2.21	1963	Bulgarie	30	Bulgarie	Europe et Asie centrale	1
#C49A00	2.19	1964	Bulgarie	30	Bulgarie	Europe et Asie centrale	1
#C49A00	2.09	1965	Bulgarie	30	Bulgarie	Europe et Asie centrale	1
#C49A00	2.03	1966	Bulgarie	30	Bulgarie	Europe et Asie centrale	1
#C49A00	2.02	1967	Bulgarie	30	Bulgarie	Europe et Asie centrale	1
#C49A00	2.27	1968	Bulgarie	30	Bulgarie	Europe et Asie centrale	1
#C49A00	2.27	1969	Bulgarie	30	Bulgarie	Europe et Asie centrale	1
#C49A00	2.17	1970	Bulgarie	30	Bulgarie	Europe et Asie centrale	1
#C49A00	2.1	1971	Bulgarie	30	Bulgarie	Europe et Asie centrale	1
#C49A00	2.03	1972	Bulgarie	30	Bulgarie	Europe et Asie centrale	1
#C49A00	2.15	1973	Bulgarie	30	Bulgarie	Europe et Asie centrale	1
#C49A00	2.29	1974	Bulgarie	30	Bulgarie	Europe et Asie centrale	1
#C49A00	2.23	1975	Bulgarie	30	Bulgarie	Europe et Asie centrale	1
#C49A00	2.24	1976	Bulgarie	30	Bulgarie	Europe et Asie centrale	1
#C49A00	2.2	1977	Bulgarie	30	Bulgarie	Europe et Asie centrale	1
#C49A00	2.15	1978	Bulgarie	30	Bulgarie	Europe et Asie centrale	1
#C49A00	2.15	1979	Bulgarie	30	Bulgarie	Europe et Asie centrale	1
#C49A00	2.05	1980	Bulgarie	30	Bulgarie	Europe et Asie centrale	1
#C49A00	2.01	1981	Bulgarie	30	Bulgarie	Europe et Asie centrale	1
#C49A00	2.02	1982	Bulgarie	30	Bulgarie	Europe et Asie centrale	1
#C49A00	2	1983	Bulgarie	30	Bulgarie	Europe et Asie centrale	1
#C49A00	1.99	1984	Bulgarie	30	Bulgarie	Europe et Asie centrale	1
#C49A00	1.95	1985	Bulgarie	30	Bulgarie	Europe et Asie centrale	1
#C49A00	1.99	1986	Bulgarie	30	Bulgarie	Europe et Asie centrale	1
#C49A00	1.96	1987	Bulgarie	30	Bulgarie	Europe et Asie centrale	1
#C49A00	1.97	1988	Bulgarie	30	Bulgarie	Europe et Asie centrale	1
#C49A00	1.9	1989	Bulgarie	30	Bulgarie	Europe et Asie centrale	1
#C49A00	1.81	1990	Bulgarie	30	Bulgarie	Europe et Asie centrale	1
#C49A00	1.65	1991	Bulgarie	30	Bulgarie	Europe et Asie centrale	1
#C49A00	1.54	1992	Bulgarie	30	Bulgarie	Europe et Asie centrale	1
#C49A00	1.45	1993	Bulgarie	30	Bulgarie	Europe et Asie centrale	1
#C49A00	1.37	1994	Bulgarie	30	Bulgarie	Europe et Asie centrale	1
#C49A00	1.23	1995	Bulgarie	30	Bulgarie	Europe et Asie centrale	1
#C49A00	1.24	1996	Bulgarie	30	Bulgarie	Europe et Asie centrale	1
#C49A00	1.09	1997	Bulgarie	30	Bulgarie	Europe et Asie centrale	1
#C49A00	1.11	1998	Bulgarie	30	Bulgarie	Europe et Asie centrale	1
#C49A00	1.23	1999	Bulgarie	30	Bulgarie	Europe et Asie centrale	1
#C49A00	1.26	2000	Bulgarie	30	Bulgarie	Europe et Asie centrale	1
#C49A00	1.21	2001	Bulgarie	30	Bulgarie	Europe et Asie centrale	1
#C49A00	1.21	2002	Bulgarie	30	Bulgarie	Europe et Asie centrale	1
#C49A00	1.23	2003	Bulgarie	30	Bulgarie	Europe et Asie centrale	1
#C49A00	1.29	2004	Bulgarie	30	Bulgarie	Europe et Asie centrale	1
#C49A00	1.32	2005	Bulgarie	30	Bulgarie	Europe et Asie centrale	1
#C49A00	1.38	2006	Bulgarie	30	Bulgarie	Europe et Asie centrale	1
#C49A00	1.42	2007	Bulgarie	30	Bulgarie	Europe et Asie centrale	1
#C49A00	1.48	2008	Bulgarie	30	Bulgarie	Europe et Asie centrale	1
#C49A00	1.57	2009	Bulgarie	30	Bulgarie	Europe et Asie centrale	1
#C49A00	1.49	2010	Bulgarie	30	Bulgarie	Europe et Asie centrale	1
#C49A00	1.51	2011	Bulgarie	30	Bulgarie	Europe et Asie centrale	1
#00C094	7.09	1960	Bahreïn	16	Bahreïn	Moyen-Orient et Afrique du Nord	1
#00C094	7.132	1961	Bahreïn	16	Bahreïn	Moyen-Orient et Afrique du Nord	1
#00C094	7.168	1962	Bahreïn	16	Bahreïn	Moyen-Orient et Afrique du Nord	1
#00C094	7.19	1963	Bahreïn	16	Bahreïn	Moyen-Orient et Afrique du Nord	1
#00C094	7.192	1964	Bahreïn	16	Bahreïn	Moyen-Orient et Afrique du Nord	1
#00C094	7.165	1965	Bahreïn	16	Bahreïn	Moyen-Orient et Afrique du Nord	1
#00C094	7.101	1966	Bahreïn	16	Bahreïn	Moyen-Orient et Afrique du Nord	1
#00C094	6.998	1967	Bahreïn	16	Bahreïn	Moyen-Orient et Afrique du Nord	1
#00C094	6.86	1968	Bahreïn	16	Bahreïn	Moyen-Orient et Afrique du Nord	1
#00C094	6.69	1969	Bahreïn	16	Bahreïn	Moyen-Orient et Afrique du Nord	1
#00C094	6.498	1970	Bahreïn	16	Bahreïn	Moyen-Orient et Afrique du Nord	1
#00C094	6.293	1971	Bahreïn	16	Bahreïn	Moyen-Orient et Afrique du Nord	1
#00C094	6.089	1972	Bahreïn	16	Bahreïn	Moyen-Orient et Afrique du Nord	1
#00C094	5.895	1973	Bahreïn	16	Bahreïn	Moyen-Orient et Afrique du Nord	1
#00C094	5.716	1974	Bahreïn	16	Bahreïn	Moyen-Orient et Afrique du Nord	1
#00C094	5.556	1975	Bahreïn	16	Bahreïn	Moyen-Orient et Afrique du Nord	1
#00C094	5.414	1976	Bahreïn	16	Bahreïn	Moyen-Orient et Afrique du Nord	1
#00C094	5.283	1977	Bahreïn	16	Bahreïn	Moyen-Orient et Afrique du Nord	1
#00C094	5.157	1978	Bahreïn	16	Bahreïn	Moyen-Orient et Afrique du Nord	1
#00C094	5.036	1979	Bahreïn	16	Bahreïn	Moyen-Orient et Afrique du Nord	1
#00C094	4.917	1980	Bahreïn	16	Bahreïn	Moyen-Orient et Afrique du Nord	1
#00C094	4.803	1981	Bahreïn	16	Bahreïn	Moyen-Orient et Afrique du Nord	1
#00C094	4.692	1982	Bahreïn	16	Bahreïn	Moyen-Orient et Afrique du Nord	1
#00C094	4.583	1983	Bahreïn	16	Bahreïn	Moyen-Orient et Afrique du Nord	1
#00C094	4.476	1984	Bahreïn	16	Bahreïn	Moyen-Orient et Afrique du Nord	1
#00C094	4.365	1985	Bahreïn	16	Bahreïn	Moyen-Orient et Afrique du Nord	1
#00C094	4.249	1986	Bahreïn	16	Bahreïn	Moyen-Orient et Afrique du Nord	1
#00C094	4.124	1987	Bahreïn	16	Bahreïn	Moyen-Orient et Afrique du Nord	1
#00C094	3.991	1988	Bahreïn	16	Bahreïn	Moyen-Orient et Afrique du Nord	1
#00C094	3.852	1989	Bahreïn	16	Bahreïn	Moyen-Orient et Afrique du Nord	1
#00C094	3.709	1990	Bahreïn	16	Bahreïn	Moyen-Orient et Afrique du Nord	1
#00C094	3.567	1991	Bahreïn	16	Bahreïn	Moyen-Orient et Afrique du Nord	1
#00C094	3.43	1992	Bahreïn	16	Bahreïn	Moyen-Orient et Afrique du Nord	1
#00C094	3.303	1993	Bahreïn	16	Bahreïn	Moyen-Orient et Afrique du Nord	1
#00C094	3.188	1994	Bahreïn	16	Bahreïn	Moyen-Orient et Afrique du Nord	1
#00C094	3.085	1995	Bahreïn	16	Bahreïn	Moyen-Orient et Afrique du Nord	1
#00C094	2.994	1996	Bahreïn	16	Bahreïn	Moyen-Orient et Afrique du Nord	1
#00C094	2.913	1997	Bahreïn	16	Bahreïn	Moyen-Orient et Afrique du Nord	1
#00C094	2.84	1998	Bahreïn	16	Bahreïn	Moyen-Orient et Afrique du Nord	1
#00C094	2.775	1999	Bahreïn	16	Bahreïn	Moyen-Orient et Afrique du Nord	1
#00C094	2.72	2000	Bahreïn	16	Bahreïn	Moyen-Orient et Afrique du Nord	1
#00C094	2.677	2001	Bahreïn	16	Bahreïn	Moyen-Orient et Afrique du Nord	1
#00C094	2.647	2002	Bahreïn	16	Bahreïn	Moyen-Orient et Afrique du Nord	1
#00C094	2.629	2003	Bahreïn	16	Bahreïn	Moyen-Orient et Afrique du Nord	1
#00C094	2.621	2004	Bahreïn	16	Bahreïn	Moyen-Orient et Afrique du Nord	1
#00C094	2.618	2005	Bahreïn	16	Bahreïn	Moyen-Orient et Afrique du Nord	1
#00C094	2.616	2006	Bahreïn	16	Bahreïn	Moyen-Orient et Afrique du Nord	1
#00C094	2.609	2007	Bahreïn	16	Bahreïn	Moyen-Orient et Afrique du Nord	1
#00C094	2.595	2008	Bahreïn	16	Bahreïn	Moyen-Orient et Afrique du Nord	1
#00C094	2.572	2009	Bahreïn	16	Bahreïn	Moyen-Orient et Afrique du Nord	1
#00C094	2.54	2010	Bahreïn	16	Bahreïn	Moyen-Orient et Afrique du Nord	1
#00C094	2.501	2011	Bahreïn	16	Bahreïn	Moyen-Orient et Afrique du Nord	1
#FB61D7	6.801	1960	Burundi	32	Burundi	Afrique subsaharienne	1
#FB61D7	6.801	1961	Burundi	32	Burundi	Afrique subsaharienne	1
#FB61D7	6.801	1962	Burundi	32	Burundi	Afrique subsaharienne	1
#FB61D7	6.801	1963	Burundi	32	Burundi	Afrique subsaharienne	1
#FB61D7	6.801	1964	Burundi	32	Burundi	Afrique subsaharienne	1
#FB61D7	6.801	1965	Burundi	32	Burundi	Afrique subsaharienne	1
#FB61D7	6.801	1966	Burundi	32	Burundi	Afrique subsaharienne	1
#FB61D7	6.801	1967	Burundi	32	Burundi	Afrique subsaharienne	1
#FB61D7	6.801	1968	Burundi	32	Burundi	Afrique subsaharienne	1
#FB61D7	6.801	1969	Burundi	32	Burundi	Afrique subsaharienne	1
#FB61D7	6.802	1970	Burundi	32	Burundi	Afrique subsaharienne	1
#FB61D7	6.805	1971	Burundi	32	Burundi	Afrique subsaharienne	1
#FB61D7	6.811	1972	Burundi	32	Burundi	Afrique subsaharienne	1
#FB61D7	6.817	1973	Burundi	32	Burundi	Afrique subsaharienne	1
#FB61D7	6.823	1974	Burundi	32	Burundi	Afrique subsaharienne	1
#FB61D7	6.823	1975	Burundi	32	Burundi	Afrique subsaharienne	1
#FB61D7	6.813	1976	Burundi	32	Burundi	Afrique subsaharienne	1
#FB61D7	6.79	1977	Burundi	32	Burundi	Afrique subsaharienne	1
#FB61D7	6.753	1978	Burundi	32	Burundi	Afrique subsaharienne	1
#FB61D7	6.705	1979	Burundi	32	Burundi	Afrique subsaharienne	1
#FB61D7	6.651	1980	Burundi	32	Burundi	Afrique subsaharienne	1
#FB61D7	6.597	1981	Burundi	32	Burundi	Afrique subsaharienne	1
#FB61D7	6.549	1982	Burundi	32	Burundi	Afrique subsaharienne	1
#FB61D7	6.514	1983	Burundi	32	Burundi	Afrique subsaharienne	1
#FB61D7	6.491	1984	Burundi	32	Burundi	Afrique subsaharienne	1
#FB61D7	6.483	1985	Burundi	32	Burundi	Afrique subsaharienne	1
#FB61D7	6.485	1986	Burundi	32	Burundi	Afrique subsaharienne	1
#FB61D7	6.494	1987	Burundi	32	Burundi	Afrique subsaharienne	1
#FB61D7	6.503	1988	Burundi	32	Burundi	Afrique subsaharienne	1
#FB61D7	6.508	1989	Burundi	32	Burundi	Afrique subsaharienne	1
#FB61D7	6.505	1990	Burundi	32	Burundi	Afrique subsaharienne	1
#FB61D7	6.492	1991	Burundi	32	Burundi	Afrique subsaharienne	1
#FB61D7	6.468	1992	Burundi	32	Burundi	Afrique subsaharienne	1
#FB61D7	6.432	1993	Burundi	32	Burundi	Afrique subsaharienne	1
#FB61D7	6.381	1994	Burundi	32	Burundi	Afrique subsaharienne	1
#FB61D7	6.316	1995	Burundi	32	Burundi	Afrique subsaharienne	1
#FB61D7	6.233	1996	Burundi	32	Burundi	Afrique subsaharienne	1
#FB61D7	6.136	1997	Burundi	32	Burundi	Afrique subsaharienne	1
#FB61D7	6.026	1998	Burundi	32	Burundi	Afrique subsaharienne	1
#FB61D7	5.904	1999	Burundi	32	Burundi	Afrique subsaharienne	1
#FB61D7	5.772	2000	Burundi	32	Burundi	Afrique subsaharienne	1
#FB61D7	5.632	2001	Burundi	32	Burundi	Afrique subsaharienne	1
#FB61D7	5.484	2002	Burundi	32	Burundi	Afrique subsaharienne	1
#FB61D7	5.333	2003	Burundi	32	Burundi	Afrique subsaharienne	1
#FB61D7	5.18	2004	Burundi	32	Burundi	Afrique subsaharienne	1
#FB61D7	5.028	2005	Burundi	32	Burundi	Afrique subsaharienne	1
#FB61D7	4.88	2006	Burundi	32	Burundi	Afrique subsaharienne	1
#FB61D7	4.736	2007	Burundi	32	Burundi	Afrique subsaharienne	1
#FB61D7	4.597	2008	Burundi	32	Burundi	Afrique subsaharienne	1
#FB61D7	4.465	2009	Burundi	32	Burundi	Afrique subsaharienne	1
#FB61D7	4.338	2010	Burundi	32	Burundi	Afrique subsaharienne	1
#FB61D7	4.218	2011	Burundi	32	Burundi	Afrique subsaharienne	1
#FB61D7	6.282	1960	Bénin	22	Bénin	Afrique subsaharienne	1
#FB61D7	6.339	1961	Bénin	22	Bénin	Afrique subsaharienne	1
#FB61D7	6.394	1962	Bénin	22	Bénin	Afrique subsaharienne	1
#FB61D7	6.447	1963	Bénin	22	Bénin	Afrique subsaharienne	1
#FB61D7	6.497	1964	Bénin	22	Bénin	Afrique subsaharienne	1
#FB61D7	6.544	1965	Bénin	22	Bénin	Afrique subsaharienne	1
#FB61D7	6.588	1966	Bénin	22	Bénin	Afrique subsaharienne	1
#FB61D7	6.63	1967	Bénin	22	Bénin	Afrique subsaharienne	1
#FB61D7	6.671	1968	Bénin	22	Bénin	Afrique subsaharienne	1
#FB61D7	6.71	1969	Bénin	22	Bénin	Afrique subsaharienne	1
#FB61D7	6.748	1970	Bénin	22	Bénin	Afrique subsaharienne	1
#FB61D7	6.786	1971	Bénin	22	Bénin	Afrique subsaharienne	1
#FB61D7	6.823	1972	Bénin	22	Bénin	Afrique subsaharienne	1
#FB61D7	6.86	1973	Bénin	22	Bénin	Afrique subsaharienne	1
#FB61D7	6.896	1974	Bénin	22	Bénin	Afrique subsaharienne	1
#FB61D7	6.929	1975	Bénin	22	Bénin	Afrique subsaharienne	1
#FB61D7	6.959	1976	Bénin	22	Bénin	Afrique subsaharienne	1
#FB61D7	6.984	1977	Bénin	22	Bénin	Afrique subsaharienne	1
#FB61D7	7.004	1978	Bénin	22	Bénin	Afrique subsaharienne	1
#FB61D7	7.018	1979	Bénin	22	Bénin	Afrique subsaharienne	1
#FB61D7	7.025	1980	Bénin	22	Bénin	Afrique subsaharienne	1
#FB61D7	7.025	1981	Bénin	22	Bénin	Afrique subsaharienne	1
#FB61D7	7.021	1982	Bénin	22	Bénin	Afrique subsaharienne	1
#FB61D7	7.01	1983	Bénin	22	Bénin	Afrique subsaharienne	1
#FB61D7	6.994	1984	Bénin	22	Bénin	Afrique subsaharienne	1
#FB61D7	6.972	1985	Bénin	22	Bénin	Afrique subsaharienne	1
#FB61D7	6.942	1986	Bénin	22	Bénin	Afrique subsaharienne	1
#FB61D7	6.904	1987	Bénin	22	Bénin	Afrique subsaharienne	1
#FB61D7	6.858	1988	Bénin	22	Bénin	Afrique subsaharienne	1
#FB61D7	6.805	1989	Bénin	22	Bénin	Afrique subsaharienne	1
#FB61D7	6.744	1990	Bénin	22	Bénin	Afrique subsaharienne	1
#FB61D7	6.677	1991	Bénin	22	Bénin	Afrique subsaharienne	1
#FB61D7	6.603	1992	Bénin	22	Bénin	Afrique subsaharienne	1
#FB61D7	6.526	1993	Bénin	22	Bénin	Afrique subsaharienne	1
#FB61D7	6.446	1994	Bénin	22	Bénin	Afrique subsaharienne	1
#FB61D7	6.364	1995	Bénin	22	Bénin	Afrique subsaharienne	1
#FB61D7	6.282	1996	Bénin	22	Bénin	Afrique subsaharienne	1
#FB61D7	6.2	1997	Bénin	22	Bénin	Afrique subsaharienne	1
#FB61D7	6.12	1998	Bénin	22	Bénin	Afrique subsaharienne	1
#FB61D7	6.041	1999	Bénin	22	Bénin	Afrique subsaharienne	1
#FB61D7	5.966	2000	Bénin	22	Bénin	Afrique subsaharienne	1
#FB61D7	5.895	2001	Bénin	22	Bénin	Afrique subsaharienne	1
#FB61D7	5.828	2002	Bénin	22	Bénin	Afrique subsaharienne	1
#FB61D7	5.764	2003	Bénin	22	Bénin	Afrique subsaharienne	1
#FB61D7	5.702	2004	Bénin	22	Bénin	Afrique subsaharienne	1
#FB61D7	5.64	2005	Bénin	22	Bénin	Afrique subsaharienne	1
#FB61D7	5.577	2006	Bénin	22	Bénin	Afrique subsaharienne	1
#FB61D7	5.511	2007	Bénin	22	Bénin	Afrique subsaharienne	1
#FB61D7	5.44	2008	Bénin	22	Bénin	Afrique subsaharienne	1
#FB61D7	5.366	2009	Bénin	22	Bénin	Afrique subsaharienne	1
#FB61D7	5.287	2010	Bénin	22	Bénin	Afrique subsaharienne	1
#FB61D7	5.206	2011	Bénin	22	Bénin	Afrique subsaharienne	1
#00B6EB	1.74	2000	Bermudes	23	Bermudes	Amérique du Nord	1
#00B6EB	1.752	2005	Bermudes	23	Bermudes	Amérique du Nord	1
#00B6EB	1.7544	2006	Bermudes	23	Bermudes	Amérique du Nord	1
#00B6EB	1.7568	2007	Bermudes	23	Bermudes	Amérique du Nord	1
#00B6EB	1.7592	2008	Bermudes	23	Bermudes	Amérique du Nord	1
#00B6EB	1.7616	2009	Bermudes	23	Bermudes	Amérique du Nord	1
#00B6EB	1.764	2010	Bermudes	23	Bermudes	Amérique du Nord	1
#00B6EB	1.764	2011	Bermudes	23	Bermudes	Amérique du Nord	1
#F8766D	6.487	1960	Brunéi Darussalam	29	Brunéi Darussalam	Asie de l'Est et Pacifique	1
#F8766D	6.487	1961	Brunéi Darussalam	29	Brunéi Darussalam	Asie de l'Est et Pacifique	1
#F8766D	6.448	1962	Brunéi Darussalam	29	Brunéi Darussalam	Asie de l'Est et Pacifique	1
#F8766D	6.36	1963	Brunéi Darussalam	29	Brunéi Darussalam	Asie de l'Est et Pacifique	1
#F8766D	6.227	1964	Brunéi Darussalam	29	Brunéi Darussalam	Asie de l'Est et Pacifique	1
#F8766D	6.068	1965	Brunéi Darussalam	29	Brunéi Darussalam	Asie de l'Est et Pacifique	1
#F8766D	5.918	1966	Brunéi Darussalam	29	Brunéi Darussalam	Asie de l'Est et Pacifique	1
#F8766D	5.804	1967	Brunéi Darussalam	29	Brunéi Darussalam	Asie de l'Est et Pacifique	1
#F8766D	5.742	1968	Brunéi Darussalam	29	Brunéi Darussalam	Asie de l'Est et Pacifique	1
#F8766D	5.731	1969	Brunéi Darussalam	29	Brunéi Darussalam	Asie de l'Est et Pacifique	1
#F8766D	5.751	1970	Brunéi Darussalam	29	Brunéi Darussalam	Asie de l'Est et Pacifique	1
#F8766D	5.771	1971	Brunéi Darussalam	29	Brunéi Darussalam	Asie de l'Est et Pacifique	1
#F8766D	5.758	1972	Brunéi Darussalam	29	Brunéi Darussalam	Asie de l'Est et Pacifique	1
#F8766D	5.687	1973	Brunéi Darussalam	29	Brunéi Darussalam	Asie de l'Est et Pacifique	1
#F8766D	5.555	1974	Brunéi Darussalam	29	Brunéi Darussalam	Asie de l'Est et Pacifique	1
#F8766D	5.365	1975	Brunéi Darussalam	29	Brunéi Darussalam	Asie de l'Est et Pacifique	1
#F8766D	5.132	1976	Brunéi Darussalam	29	Brunéi Darussalam	Asie de l'Est et Pacifique	1
#F8766D	4.884	1977	Brunéi Darussalam	29	Brunéi Darussalam	Asie de l'Est et Pacifique	1
#F8766D	4.645	1978	Brunéi Darussalam	29	Brunéi Darussalam	Asie de l'Est et Pacifique	1
#F8766D	4.429	1979	Brunéi Darussalam	29	Brunéi Darussalam	Asie de l'Est et Pacifique	1
#F8766D	4.246	1980	Brunéi Darussalam	29	Brunéi Darussalam	Asie de l'Est et Pacifique	1
#F8766D	4.103	1981	Brunéi Darussalam	29	Brunéi Darussalam	Asie de l'Est et Pacifique	1
#F8766D	3.992	1982	Brunéi Darussalam	29	Brunéi Darussalam	Asie de l'Est et Pacifique	1
#F8766D	3.906	1983	Brunéi Darussalam	29	Brunéi Darussalam	Asie de l'Est et Pacifique	1
#F8766D	3.843	1984	Brunéi Darussalam	29	Brunéi Darussalam	Asie de l'Est et Pacifique	1
#F8766D	3.794	1985	Brunéi Darussalam	29	Brunéi Darussalam	Asie de l'Est et Pacifique	1
#F8766D	3.755	1986	Brunéi Darussalam	29	Brunéi Darussalam	Asie de l'Est et Pacifique	1
#F8766D	3.715	1987	Brunéi Darussalam	29	Brunéi Darussalam	Asie de l'Est et Pacifique	1
#F8766D	3.668	1988	Brunéi Darussalam	29	Brunéi Darussalam	Asie de l'Est et Pacifique	1
#F8766D	3.608	1989	Brunéi Darussalam	29	Brunéi Darussalam	Asie de l'Est et Pacifique	1
#F8766D	3.532	1990	Brunéi Darussalam	29	Brunéi Darussalam	Asie de l'Est et Pacifique	1
#F8766D	3.435	1991	Brunéi Darussalam	29	Brunéi Darussalam	Asie de l'Est et Pacifique	1
#F8766D	3.321	1992	Brunéi Darussalam	29	Brunéi Darussalam	Asie de l'Est et Pacifique	1
#F8766D	3.197	1993	Brunéi Darussalam	29	Brunéi Darussalam	Asie de l'Est et Pacifique	1
#F8766D	3.064	1994	Brunéi Darussalam	29	Brunéi Darussalam	Asie de l'Est et Pacifique	1
#F8766D	2.929	1995	Brunéi Darussalam	29	Brunéi Darussalam	Asie de l'Est et Pacifique	1
#F8766D	2.798	1996	Brunéi Darussalam	29	Brunéi Darussalam	Asie de l'Est et Pacifique	1
#F8766D	2.677	1997	Brunéi Darussalam	29	Brunéi Darussalam	Asie de l'Est et Pacifique	1
#F8766D	2.569	1998	Brunéi Darussalam	29	Brunéi Darussalam	Asie de l'Est et Pacifique	1
#F8766D	2.477	1999	Brunéi Darussalam	29	Brunéi Darussalam	Asie de l'Est et Pacifique	1
#F8766D	2.401	2000	Brunéi Darussalam	29	Brunéi Darussalam	Asie de l'Est et Pacifique	1
#F8766D	2.341	2001	Brunéi Darussalam	29	Brunéi Darussalam	Asie de l'Est et Pacifique	1
#F8766D	2.292	2002	Brunéi Darussalam	29	Brunéi Darussalam	Asie de l'Est et Pacifique	1
#F8766D	2.25	2003	Brunéi Darussalam	29	Brunéi Darussalam	Asie de l'Est et Pacifique	1
#F8766D	2.213	2004	Brunéi Darussalam	29	Brunéi Darussalam	Asie de l'Est et Pacifique	1
#F8766D	2.179	2005	Brunéi Darussalam	29	Brunéi Darussalam	Asie de l'Est et Pacifique	1
#F8766D	2.148	2006	Brunéi Darussalam	29	Brunéi Darussalam	Asie de l'Est et Pacifique	1
#F8766D	2.119	2007	Brunéi Darussalam	29	Brunéi Darussalam	Asie de l'Est et Pacifique	1
#F8766D	2.092	2008	Brunéi Darussalam	29	Brunéi Darussalam	Asie de l'Est et Pacifique	1
#F8766D	2.066	2009	Brunéi Darussalam	29	Brunéi Darussalam	Asie de l'Est et Pacifique	1
#F8766D	2.042	2010	Brunéi Darussalam	29	Brunéi Darussalam	Asie de l'Est et Pacifique	1
#F8766D	2.017	2011	Brunéi Darussalam	29	Brunéi Darussalam	Asie de l'Est et Pacifique	1
#53B400	6.696	1960	Bolivie	25	Bolivie	Amérique latine et Caraïbes	1
#53B400	6.672	1961	Bolivie	25	Bolivie	Amérique latine et Caraïbes	1
#53B400	6.648	1962	Bolivie	25	Bolivie	Amérique latine et Caraïbes	1
#53B400	6.627	1963	Bolivie	25	Bolivie	Amérique latine et Caraïbes	1
#53B400	6.607	1964	Bolivie	25	Bolivie	Amérique latine et Caraïbes	1
#53B400	6.593	1965	Bolivie	25	Bolivie	Amérique latine et Caraïbes	1
#53B400	6.586	1966	Bolivie	25	Bolivie	Amérique latine et Caraïbes	1
#53B400	6.585	1967	Bolivie	25	Bolivie	Amérique latine et Caraïbes	1
