ymin	ymax	key	clickSelects.variable	clickSelects.value	showSelected.variable	showSelected.value	PANEL	group
1984.5	1985.5	1985 1968	année	1985	année	1968	1	1285
1985.5	1986.5	1986 1968	année	1986	année	1968	1	1336
1986.5	1987.5	1987 1968	année	1987	année	1968	1	1387
1987.5	1988.5	1988 1968	année	1988	année	1968	1	1438
1988.5	1989.5	1989 1968	année	1989	année	1968	1	1489
1989.5	1990.5	1990 1968	année	1990	année	1968	1	1540
1990.5	1991.5	1991 1968	année	1991	année	1968	1	1591
1991.5	1992.5	1992 1968	année	1992	année	1968	1	1642
1992.5	1993.5	1993 1968	année	1993	année	1968	1	1693
1993.5	1994.5	1994 1968	année	1994	année	1968	1	1744
1994.5	1995.5	1995 1968	année	1995	année	1968	1	1795
1995.5	1996.5	1996 1968	année	1996	année	1968	1	1846
1996.5	1997.5	1997 1968	année	1997	année	1968	1	1897
1997.5	1998.5	1998 1968	année	1998	année	1968	1	1948
1998.5	1999.5	1999 1968	année	1999	année	1968	1	1999
1999.5	2000.5	2000 1968	année	2000	année	1968	1	2050
2000.5	2001.5	2001 1968	année	2001	année	1968	1	2101
2001.5	2002.5	2002 1968	année	2002	année	1968	1	2152
2002.5	2003.5	2003 1968	année	2003	année	1968	1	2203
2003.5	2004.5	2004 1968	année	2004	année	1968	1	2254
2004.5	2005.5	2005 1968	année	2005	année	1968	1	2305
2005.5	2006.5	2006 1968	année	2006	année	1968	1	2356
2006.5	2007.5	2007 1968	année	2007	année	1968	1	2407
2007.5	2008.5	2008 1968	année	2008	année	1968	1	2458
2008.5	2009.5	2009 1968	année	2009	année	1968	1	2509
2009.5	2010.5	2010 1968	année	2010	année	1968	1	2560
2010.5	2011.5	2011 1968	année	2011	année	1968	1	2611
1959.5	1960.5	1960 1969	année	1960	année	1969	1	10
1960.5	1961.5	1961 1969	année	1961	année	1969	1	61
1961.5	1962.5	1962 1969	année	1962	année	1969	1	112
1962.5	1963.5	1963 1969	année	1963	année	1969	1	163
1963.5	1964.5	1964 1969	année	1964	année	1969	1	214
1964.5	1965.5	1965 1969	année	1965	année	1969	1	265
1965.5	1966.5	1966 1969	année	1966	année	1969	1	316
1966.5	1967.5	1967 1969	année	1967	année	1969	1	367
1967.5	1968.5	1968 1969	année	1968	année	1969	1	418
1968.5	1969.5	1	année	1969	année	1969	1	1
1969.5	1970.5	1970 1969	année	1970	année	1969	1	521
1970.5	1971.5	1971 1969	année	1971	année	1969	1	572
1971.5	1972.5	1972 1969	année	1972	année	1969	1	623
1972.5	1973.5	1973 1969	année	1973	année	1969	1	674
1973.5	1974.5	1974 1969	année	1974	année	1969	1	725
1974.5	1975.5	1975 1969	année	1975	année	1969	1	776
1975.5	1976.5	1976 1969	année	1976	année	1969	1	827
1976.5	1977.5	1977 1969	année	1977	année	1969	1	878
1977.5	1978.5	1978 1969	année	1978	année	1969	1	929
1978.5	1979.5	1979 1969	année	1979	année	1969	1	980
1979.5	1980.5	1980 1969	année	1980	année	1969	1	1031
1980.5	1981.5	1981 1969	année	1981	année	1969	1	1082
1981.5	1982.5	1982 1969	année	1982	année	1969	1	1133
1982.5	1983.5	1983 1969	année	1983	année	1969	1	1184
1983.5	1984.5	1984 1969	année	1984	année	1969	1	1235
1984.5	1985.5	1985 1969	année	1985	année	1969	1	1286
1985.5	1986.5	1986 1969	année	1986	année	1969	1	1337
1986.5	1987.5	1987 1969	année	1987	année	1969	1	1388
1987.5	1988.5	1988 1969	année	1988	année	1969	1	1439
1988.5	1989.5	1989 1969	année	1989	année	1969	1	1490
1989.5	1990.5	1990 1969	année	1990	année	1969	1	1541
1990.5	1991.5	1991 1969	année	1991	année	1969	1	1592
1991.5	1992.5	1992 1969	année	1992	année	1969	1	1643
1992.5	1993.5	1993 1969	année	1993	année	1969	1	1694
1993.5	1994.5	1994 1969	année	1994	année	1969	1	1745
1994.5	1995.5	1995 1969	année	1995	année	1969	1	1796
1995.5	1996.5	1996 1969	année	1996	année	1969	1	1847
1996.5	1997.5	1997 1969	année	1997	année	1969	1	1898
1997.5	1998.5	1998 1969	année	1998	année	1969	1	1949
1998.5	1999.5	1999 1969	année	1999	année	1969	1	2000
1999.5	2000.5	2000 1969	année	2000	année	1969	1	2051
2000.5	2001.5	2001 1969	année	2001	année	1969	1	2102
2001.5	2002.5	2002 1969	année	2002	année	1969	1	2153
2002.5	2003.5	2003 1969	année	2003	année	1969	1	2204
2003.5	2004.5	2004 1969	année	2004	année	1969	1	2255
2004.5	2005.5	2005 1969	année	2005	année	1969	1	2306
2005.5	2006.5	2006 1969	année	2006	année	1969	1	2357
2006.5	2007.5	2007 1969	année	2007	année	1969	1	2408
2007.5	2008.5	2008 1969	année	2008	année	1969	1	2459
2008.5	2009.5	2009 1969	année	2009	année	1969	1	2510
2009.5	2010.5	2010 1969	année	2010	année	1969	1	2561
2010.5	2011.5	2011 1969	année	2011	année	1969	1	2612
1959.5	1960.5	1960 1970	année	1960	année	1970	1	11
1960.5	1961.5	1961 1970	année	1961	année	1970	1	62
1961.5	1962.5	1962 1970	année	1962	année	1970	1	113
1962.5	1963.5	1963 1970	année	1963	année	1970	1	164
1963.5	1964.5	1964 1970	année	1964	année	1970	1	215
1964.5	1965.5	1965 1970	année	1965	année	1970	1	266
1965.5	1966.5	1966 1970	année	1966	année	1970	1	317
1966.5	1967.5	1967 1970	année	1967	année	1970	1	368
1967.5	1968.5	1968 1970	année	1968	année	1970	1	419
1968.5	1969.5	1969 1970	année	1969	année	1970	1	470
1969.5	1970.5	1	année	1970	année	1970	1	1
1970.5	1971.5	1971 1970	année	1971	année	1970	1	573
1971.5	1972.5	1972 1970	année	1972	année	1970	1	624
1972.5	1973.5	1973 1970	année	1973	année	1970	1	675
1973.5	1974.5	1974 1970	année	1974	année	1970	1	726
1974.5	1975.5	1975 1970	année	1975	année	1970	1	777
1975.5	1976.5	1976 1970	année	1976	année	1970	1	828
1976.5	1977.5	1977 1970	année	1977	année	1970	1	879
1977.5	1978.5	1978 1970	année	1978	année	1970	1	930
1978.5	1979.5	1979 1970	année	1979	année	1970	1	981
1979.5	1980.5	1980 1970	année	1980	année	1970	1	1032
1980.5	1981.5	1981 1970	année	1981	année	1970	1	1083
1981.5	1982.5	1982 1970	année	1982	année	1970	1	1134
1982.5	1983.5	1983 1970	année	1983	année	1970	1	1185
1983.5	1984.5	1984 1970	année	1984	année	1970	1	1236
1984.5	1985.5	1985 1970	année	1985	année	1970	1	1287
1985.5	1986.5	1986 1970	année	1986	année	1970	1	1338
1986.5	1987.5	1987 1970	année	1987	année	1970	1	1389
1987.5	1988.5	1988 1970	année	1988	année	1970	1	1440
1988.5	1989.5	1989 1970	année	1989	année	1970	1	1491
1989.5	1990.5	1990 1970	année	1990	année	1970	1	1542
1990.5	1991.5	1991 1970	année	1991	année	1970	1	1593
1991.5	1992.5	1992 1970	année	1992	année	1970	1	1644
1992.5	1993.5	1993 1970	année	1993	année	1970	1	1695
1993.5	1994.5	1994 1970	année	1994	année	1970	1	1746
1994.5	1995.5	1995 1970	année	1995	année	1970	1	1797
1995.5	1996.5	1996 1970	année	1996	année	1970	1	1848
1996.5	1997.5	1997 1970	année	1997	année	1970	1	1899
1997.5	1998.5	1998 1970	année	1998	année	1970	1	1950
1998.5	1999.5	1999 1970	année	1999	année	1970	1	2001
1999.5	2000.5	2000 1970	année	2000	année	1970	1	2052
2000.5	2001.5	2001 1970	année	2001	année	1970	1	2103
2001.5	2002.5	2002 1970	année	2002	année	1970	1	2154
2002.5	2003.5	2003 1970	année	2003	année	1970	1	2205
2003.5	2004.5	2004 1970	année	2004	année	1970	1	2256
2004.5	2005.5	2005 1970	année	2005	année	1970	1	2307
2005.5	2006.5	2006 1970	année	2006	année	1970	1	2358
2006.5	2007.5	2007 1970	année	2007	année	1970	1	2409
2007.5	2008.5	2008 1970	année	2008	année	1970	1	2460
2008.5	2009.5	2009 1970	année	2009	année	1970	1	2511
2009.5	2010.5	2010 1970	année	2010	année	1970	1	2562
2010.5	2011.5	2011 1970	année	2011	année	1970	1	2613
1959.5	1960.5	1960 1971	année	1960	année	1971	1	12
1960.5	1961.5	1961 1971	année	1961	année	1971	1	63
1961.5	1962.5	1962 1971	année	1962	année	1971	1	114
1962.5	1963.5	1963 1971	année	1963	année	1971	1	165
1963.5	1964.5	1964 1971	année	1964	année	1971	1	216
1964.5	1965.5	1965 1971	année	1965	année	1971	1	267
1965.5	1966.5	1966 1971	année	1966	année	1971	1	318
1966.5	1967.5	1967 1971	année	1967	année	1971	1	369
1967.5	1968.5	1968 1971	année	1968	année	1971	1	420
1968.5	1969.5	1969 1971	année	1969	année	1971	1	471
1969.5	1970.5	1970 1971	année	1970	année	1971	1	522
1970.5	1971.5	1	année	1971	année	1971	1	1
1971.5	1972.5	1972 1971	année	1972	année	1971	1	625
1972.5	1973.5	1973 1971	année	1973	année	1971	1	676
1973.5	1974.5	1974 1971	année	1974	année	1971	1	727
1974.5	1975.5	1975 1971	année	1975	année	1971	1	778
1975.5	1976.5	1976 1971	année	1976	année	1971	1	829
1976.5	1977.5	1977 1971	année	1977	année	1971	1	880
1977.5	1978.5	1978 1971	année	1978	année	1971	1	931
1978.5	1979.5	1979 1971	année	1979	année	1971	1	982
1979.5	1980.5	1980 1971	année	1980	année	1971	1	1033
1980.5	1981.5	1981 1971	année	1981	année	1971	1	1084
1981.5	1982.5	1982 1971	année	1982	année	1971	1	1135
1982.5	1983.5	1983 1971	année	1983	année	1971	1	1186
1983.5	1984.5	1984 1971	année	1984	année	1971	1	1237
1984.5	1985.5	1985 1971	année	1985	année	1971	1	1288
1985.5	1986.5	1986 1971	année	1986	année	1971	1	1339
1986.5	1987.5	1987 1971	année	1987	année	1971	1	1390
1987.5	1988.5	1988 1971	année	1988	année	1971	1	1441
1988.5	1989.5	1989 1971	année	1989	année	1971	1	1492
1989.5	1990.5	1990 1971	année	1990	année	1971	1	1543
1990.5	1991.5	1991 1971	année	1991	année	1971	1	1594
1991.5	1992.5	1992 1971	année	1992	année	1971	1	1645
1992.5	1993.5	1993 1971	année	1993	année	1971	1	1696
1993.5	1994.5	1994 1971	année	1994	année	1971	1	1747
1994.5	1995.5	1995 1971	année	1995	année	1971	1	1798
1995.5	1996.5	1996 1971	année	1996	année	1971	1	1849
1996.5	1997.5	1997 1971	année	1997	année	1971	1	1900
1997.5	1998.5	1998 1971	année	1998	année	1971	1	1951
1998.5	1999.5	1999 1971	année	1999	année	1971	1	2002
1999.5	2000.5	2000 1971	année	2000	année	1971	1	2053
2000.5	2001.5	2001 1971	année	2001	année	1971	1	2104
2001.5	2002.5	2002 1971	année	2002	année	1971	1	2155
2002.5	2003.5	2003 1971	année	2003	année	1971	1	2206
2003.5	2004.5	2004 1971	année	2004	année	1971	1	2257
2004.5	2005.5	2005 1971	année	2005	année	1971	1	2308
2005.5	2006.5	2006 1971	année	2006	année	1971	1	2359
2006.5	2007.5	2007 1971	année	2007	année	1971	1	2410
2007.5	2008.5	2008 1971	année	2008	année	1971	1	2461
2008.5	2009.5	2009 1971	année	2009	année	1971	1	2512
2009.5	2010.5	2010 1971	année	2010	année	1971	1	2563
2010.5	2011.5	2011 1971	année	2011	année	1971	1	2614
1959.5	1960.5	1960 1972	année	1960	année	1972	1	13
1960.5	1961.5	1961 1972	année	1961	année	1972	1	64
1961.5	1962.5	1962 1972	année	1962	année	1972	1	115
1962.5	1963.5	1963 1972	année	1963	année	1972	1	166
1963.5	1964.5	1964 1972	année	1964	année	1972	1	217
1964.5	1965.5	1965 1972	année	1965	année	1972	1	268
1965.5	1966.5	1966 1972	année	1966	année	1972	1	319
1966.5	1967.5	1967 1972	année	1967	année	1972	1	370
1967.5	1968.5	1968 1972	année	1968	année	1972	1	421
1968.5	1969.5	1969 1972	année	1969	année	1972	1	472
1969.5	1970.5	1970 1972	année	1970	année	1972	1	523
1970.5	1971.5	1971 1972	année	1971	année	1972	1	574
1971.5	1972.5	1	année	1972	année	1972	1	1
1972.5	1973.5	1973 1972	année	1973	année	1972	1	677
1973.5	1974.5	1974 1972	année	1974	année	1972	1	728
1974.5	1975.5	1975 1972	année	1975	année	1972	1	779
1975.5	1976.5	1976 1972	année	1976	année	1972	1	830
1976.5	1977.5	1977 1972	année	1977	année	1972	1	881
1977.5	1978.5	1978 1972	année	1978	année	1972	1	932
1978.5	1979.5	1979 1972	année	1979	année	1972	1	983
1979.5	1980.5	1980 1972	année	1980	année	1972	1	1034
1980.5	1981.5	1981 1972	année	1981	année	1972	1	1085
1981.5	1982.5	1982 1972	année	1982	année	1972	1	1136
1982.5	1983.5	1983 1972	année	1983	année	1972	1	1187
1983.5	1984.5	1984 1972	année	1984	année	1972	1	1238
1984.5	1985.5	1985 1972	année	1985	année	1972	1	1289
1985.5	1986.5	1986 1972	année	1986	année	1972	1	1340
1986.5	1987.5	1987 1972	année	1987	année	1972	1	1391
1987.5	1988.5	1988 1972	année	1988	année	1972	1	1442
1988.5	1989.5	1989 1972	année	1989	année	1972	1	1493
1989.5	1990.5	1990 1972	année	1990	année	1972	1	1544
1990.5	1991.5	1991 1972	année	1991	année	1972	1	1595
1991.5	1992.5	1992 1972	année	1992	année	1972	1	1646
1992.5	1993.5	1993 1972	année	1993	année	1972	1	1697
1993.5	1994.5	1994 1972	année	1994	année	1972	1	1748
1994.5	1995.5	1995 1972	année	1995	année	1972	1	1799
1995.5	1996.5	1996 1972	année	1996	année	1972	1	1850
1996.5	1997.5	1997 1972	année	1997	année	1972	1	1901
1997.5	1998.5	1998 1972	année	1998	année	1972	1	1952
1998.5	1999.5	1999 1972	année	1999	année	1972	1	2003
1999.5	2000.5	2000 1972	année	2000	année	1972	1	2054
2000.5	2001.5	2001 1972	année	2001	année	1972	1	2105
2001.5	2002.5	2002 1972	année	2002	année	1972	1	2156
2002.5	2003.5	2003 1972	année	2003	année	1972	1	2207
2003.5	2004.5	2004 1972	année	2004	année	1972	1	2258
2004.5	2005.5	2005 1972	année	2005	année	1972	1	2309
2005.5	2006.5	2006 1972	année	2006	année	1972	1	2360
2006.5	2007.5	2007 1972	année	2007	année	1972	1	2411
2007.5	2008.5	2008 1972	année	2008	année	1972	1	2462
2008.5	2009.5	2009 1972	année	2009	année	1972	1	2513
2009.5	2010.5	2010 1972	année	2010	année	1972	1	2564
2010.5	2011.5	2011 1972	année	2011	année	1972	1	2615
1959.5	1960.5	1960 1973	année	1960	année	1973	1	14
1960.5	1961.5	1961 1973	année	1961	année	1973	1	65
1961.5	1962.5	1962 1973	année	1962	année	1973	1	116
1962.5	1963.5	1963 1973	année	1963	année	1973	1	167
1963.5	1964.5	1964 1973	année	1964	année	1973	1	218
1964.5	1965.5	1965 1973	année	1965	année	1973	1	269
1965.5	1966.5	1966 1973	année	1966	année	1973	1	320
1966.5	1967.5	1967 1973	année	1967	année	1973	1	371
1967.5	1968.5	1968 1973	année	1968	année	1973	1	422
1968.5	1969.5	1969 1973	année	1969	année	1973	1	473
1969.5	1970.5	1970 1973	année	1970	année	1973	1	524
1970.5	1971.5	1971 1973	année	1971	année	1973	1	575
1971.5	1972.5	1972 1973	année	1972	année	1973	1	626
1972.5	1973.5	1	année	1973	année	1973	1	1
1973.5	1974.5	1974 1973	année	1974	année	1973	1	729
1974.5	1975.5	1975 1973	année	1975	année	1973	1	780
1975.5	1976.5	1976 1973	année	1976	année	1973	1	831
1976.5	1977.5	1977 1973	année	1977	année	1973	1	882
1977.5	1978.5	1978 1973	année	1978	année	1973	1	933
1978.5	1979.5	1979 1973	année	1979	année	1973	1	984
1979.5	1980.5	1980 1973	année	1980	année	1973	1	1035
1980.5	1981.5	1981 1973	année	1981	année	1973	1	1086
1981.5	1982.5	1982 1973	année	1982	année	1973	1	1137
1982.5	1983.5	1983 1973	année	1983	année	1973	1	1188
1983.5	1984.5	1984 1973	année	1984	année	1973	1	1239
1984.5	1985.5	1985 1973	année	1985	année	1973	1	1290
1985.5	1986.5	1986 1973	année	1986	année	1973	1	1341
1986.5	1987.5	1987 1973	année	1987	année	1973	1	1392
1987.5	1988.5	1988 1973	année	1988	année	1973	1	1443
1988.5	1989.5	1989 1973	année	1989	année	1973	1	1494
1989.5	1990.5	1990 1973	année	1990	année	1973	1	1545
1990.5	1991.5	1991 1973	année	1991	année	1973	1	1596
1991.5	1992.5	1992 1973	année	1992	année	1973	1	1647
1992.5	1993.5	1993 1973	année	1993	année	1973	1	1698
1993.5	1994.5	1994 1973	année	1994	année	1973	1	1749
1994.5	1995.5	1995 1973	année	1995	année	1973	1	1800
1995.5	1996.5	1996 1973	année	1996	année	1973	1	1851
1996.5	1997.5	1997 1973	année	1997	année	1973	1	1902
1997.5	1998.5	1998 1973	année	1998	année	1973	1	1953
1998.5	1999.5	1999 1973	année	1999	année	1973	1	2004
1999.5	2000.5	2000 1973	année	2000	année	1973	1	2055
2000.5	2001.5	2001 1973	année	2001	année	1973	1	2106
2001.5	2002.5	2002 1973	année	2002	année	1973	1	2157
2002.5	2003.5	2003 1973	année	2003	année	1973	1	2208
2003.5	2004.5	2004 1973	année	2004	année	1973	1	2259
2004.5	2005.5	2005 1973	année	2005	année	1973	1	2310
2005.5	2006.5	2006 1973	année	2006	année	1973	1	2361
2006.5	2007.5	2007 1973	année	2007	année	1973	1	2412
2007.5	2008.5	2008 1973	année	2008	année	1973	1	2463
2008.5	2009.5	2009 1973	année	2009	année	1973	1	2514
2009.5	2010.5	2010 1973	année	2010	année	1973	1	2565
2010.5	2011.5	2011 1973	année	2011	année	1973	1	2616
1959.5	1960.5	1960 1974	année	1960	année	1974	1	15
1960.5	1961.5	1961 1974	année	1961	année	1974	1	66
1961.5	1962.5	1962 1974	année	1962	année	1974	1	117
1962.5	1963.5	1963 1974	année	1963	année	1974	1	168
1963.5	1964.5	1964 1974	année	1964	année	1974	1	219
1964.5	1965.5	1965 1974	année	1965	année	1974	1	270
1965.5	1966.5	1966 1974	année	1966	année	1974	1	321
1966.5	1967.5	1967 1974	année	1967	année	1974	1	372
1967.5	1968.5	1968 1974	année	1968	année	1974	1	423
1968.5	1969.5	1969 1974	année	1969	année	1974	1	474
1969.5	1970.5	1970 1974	année	1970	année	1974	1	525
1970.5	1971.5	1971 1974	année	1971	année	1974	1	576
1971.5	1972.5	1972 1974	année	1972	année	1974	1	627
1972.5	1973.5	1973 1974	année	1973	année	1974	1	678
1973.5	1974.5	1	année	1974	année	1974	1	1
1974.5	1975.5	1975 1974	année	1975	année	1974	1	781
1975.5	1976.5	1976 1974	année	1976	année	1974	1	832
1976.5	1977.5	1977 1974	année	1977	année	1974	1	883
1977.5	1978.5	1978 1974	année	1978	année	1974	1	934
1978.5	1979.5	1979 1974	année	1979	année	1974	1	985
1979.5	1980.5	1980 1974	année	1980	année	1974	1	1036
1980.5	1981.5	1981 1974	année	1981	année	1974	1	1087
1981.5	1982.5	1982 1974	année	1982	année	1974	1	1138
1982.5	1983.5	1983 1974	année	1983	année	1974	1	1189
1983.5	1984.5	1984 1974	année	1984	année	1974	1	1240
1984.5	1985.5	1985 1974	année	1985	année	1974	1	1291
1985.5	1986.5	1986 1974	année	1986	année	1974	1	1342
1986.5	1987.5	1987 1974	année	1987	année	1974	1	1393
1987.5	1988.5	1988 1974	année	1988	année	1974	1	1444
1988.5	1989.5	1989 1974	année	1989	année	1974	1	1495
1989.5	1990.5	1990 1974	année	1990	année	1974	1	1546
1990.5	1991.5	1991 1974	année	1991	année	1974	1	1597
1991.5	1992.5	1992 1974	année	1992	année	1974	1	1648
1992.5	1993.5	1993 1974	année	1993	année	1974	1	1699
1993.5	1994.5	1994 1974	année	1994	année	1974	1	1750
1994.5	1995.5	1995 1974	année	1995	année	1974	1	1801
1995.5	1996.5	1996 1974	année	1996	année	1974	1	1852
1996.5	1997.5	1997 1974	année	1997	année	1974	1	1903
1997.5	1998.5	1998 1974	année	1998	année	1974	1	1954
1998.5	1999.5	1999 1974	année	1999	année	1974	1	2005
1999.5	2000.5	2000 1974	année	2000	année	1974	1	2056
2000.5	2001.5	2001 1974	année	2001	année	1974	1	2107
2001.5	2002.5	2002 1974	année	2002	année	1974	1	2158
2002.5	2003.5	2003 1974	année	2003	année	1974	1	2209
2003.5	2004.5	2004 1974	année	2004	année	1974	1	2260
2004.5	2005.5	2005 1974	année	2005	année	1974	1	2311
2005.5	2006.5	2006 1974	année	2006	année	1974	1	2362
2006.5	2007.5	2007 1974	année	2007	année	1974	1	2413
2007.5	2008.5	2008 1974	année	2008	année	1974	1	2464
2008.5	2009.5	2009 1974	année	2009	année	1974	1	2515
2009.5	2010.5	2010 1974	année	2010	année	1974	1	2566
2010.5	2011.5	2011 1974	année	2011	année	1974	1	2617
1959.5	1960.5	1960 1975	année	1960	année	1975	1	16
1960.5	1961.5	1961 1975	année	1961	année	1975	1	67
1961.5	1962.5	1962 1975	année	1962	année	1975	1	118
1962.5	1963.5	1963 1975	année	1963	année	1975	1	169
1963.5	1964.5	1964 1975	année	1964	année	1975	1	220
1964.5	1965.5	1965 1975	année	1965	année	1975	1	271
1965.5	1966.5	1966 1975	année	1966	année	1975	1	322
1966.5	1967.5	1967 1975	année	1967	année	1975	1	373
1967.5	1968.5	1968 1975	année	1968	année	1975	1	424
1968.5	1969.5	1969 1975	année	1969	année	1975	1	475
1969.5	1970.5	1970 1975	année	1970	année	1975	1	526
1970.5	1971.5	1971 1975	année	1971	année	1975	1	577
1971.5	1972.5	1972 1975	année	1972	année	1975	1	628
1972.5	1973.5	1973 1975	année	1973	année	1975	1	679
1973.5	1974.5	1974 1975	année	1974	année	1975	1	730
1974.5	1975.5	1	année	1975	année	1975	1	1
1975.5	1976.5	1976 1975	année	1976	année	1975	1	833
1976.5	1977.5	1977 1975	année	1977	année	1975	1	884
1977.5	1978.5	1978 1975	année	1978	année	1975	1	935
1978.5	1979.5	1979 1975	année	1979	année	1975	1	986
1979.5	1980.5	1980 1975	année	1980	année	1975	1	1037
1980.5	1981.5	1981 1975	année	1981	année	1975	1	1088
1981.5	1982.5	1982 1975	année	1982	année	1975	1	1139
1982.5	1983.5	1983 1975	année	1983	année	1975	1	1190
1983.5	1984.5	1984 1975	année	1984	année	1975	1	1241
1984.5	1985.5	1985 1975	année	1985	année	1975	1	1292
1985.5	1986.5	1986 1975	année	1986	année	1975	1	1343
1986.5	1987.5	1987 1975	année	1987	année	1975	1	1394
1987.5	1988.5	1988 1975	année	1988	année	1975	1	1445
1988.5	1989.5	1989 1975	année	1989	année	1975	1	1496
1989.5	1990.5	1990 1975	année	1990	année	1975	1	1547
1990.5	1991.5	1991 1975	année	1991	année	1975	1	1598
1991.5	1992.5	1992 1975	année	1992	année	1975	1	1649
1992.5	1993.5	1993 1975	année	1993	année	1975	1	1700
1993.5	1994.5	1994 1975	année	1994	année	1975	1	1751
1994.5	1995.5	1995 1975	année	1995	année	1975	1	1802
1995.5	1996.5	1996 1975	année	1996	année	1975	1	1853
1996.5	1997.5	1997 1975	année	1997	année	1975	1	1904
1997.5	1998.5	1998 1975	année	1998	année	1975	1	1955
1998.5	1999.5	1999 1975	année	1999	année	1975	1	2006
1999.5	2000.5	2000 1975	année	2000	année	1975	1	2057
2000.5	2001.5	2001 1975	année	2001	année	1975	1	2108
2001.5	2002.5	2002 1975	année	2002	année	1975	1	2159
2002.5	2003.5	2003 1975	année	2003	année	1975	1	2210
2003.5	2004.5	2004 1975	année	2004	année	1975	1	2261
2004.5	2005.5	2005 1975	année	2005	année	1975	1	2312
2005.5	2006.5	2006 1975	année	2006	année	1975	1	2363
2006.5	2007.5	2007 1975	année	2007	année	1975	1	2414
2007.5	2008.5	2008 1975	année	2008	année	1975	1	2465
2008.5	2009.5	2009 1975	année	2009	année	1975	1	2516
2009.5	2010.5	2010 1975	année	2010	année	1975	1	2567
2010.5	2011.5	2011 1975	année	2011	année	1975	1	2618
1959.5	1960.5	1960 1976	année	1960	année	1976	1	17
1960.5	1961.5	1961 1976	année	1961	année	1976	1	68
1961.5	1962.5	1962 1976	année	1962	année	1976	1	119
1962.5	1963.5	1963 1976	année	1963	année	1976	1	170
1963.5	1964.5	1964 1976	année	1964	année	1976	1	221
1964.5	1965.5	1965 1976	année	1965	année	1976	1	272
1965.5	1966.5	1966 1976	année	1966	année	1976	1	323
1966.5	1967.5	1967 1976	année	1967	année	1976	1	374
1967.5	1968.5	1968 1976	année	1968	année	1976	1	425
1968.5	1969.5	1969 1976	année	1969	année	1976	1	476
1969.5	1970.5	1970 1976	année	1970	année	1976	1	527
1970.5	1971.5	1971 1976	année	1971	année	1976	1	578
1971.5	1972.5	1972 1976	année	1972	année	1976	1	629
1972.5	1973.5	1973 1976	année	1973	année	1976	1	680
1973.5	1974.5	1974 1976	année	1974	année	1976	1	731
1974.5	1975.5	1975 1976	année	1975	année	1976	1	782
1975.5	1976.5	1	année	1976	année	1976	1	1
1976.5	1977.5	1977 1976	année	1977	année	1976	1	885
1977.5	1978.5	1978 1976	année	1978	année	1976	1	936
1978.5	1979.5	1979 1976	année	1979	année	1976	1	987
1979.5	1980.5	1980 1976	année	1980	année	1976	1	1038
1980.5	1981.5	1981 1976	année	1981	année	1976	1	1089
1981.5	1982.5	1982 1976	année	1982	année	1976	1	1140
1982.5	1983.5	1983 1976	année	1983	année	1976	1	1191
1983.5	1984.5	1984 1976	année	1984	année	1976	1	1242
1984.5	1985.5	1985 1976	année	1985	année	1976	1	1293
1985.5	1986.5	1986 1976	année	1986	année	1976	1	1344
1986.5	1987.5	1987 1976	année	1987	année	1976	1	1395
1987.5	1988.5	1988 1976	année	1988	année	1976	1	1446
1988.5	1989.5	1989 1976	année	1989	année	1976	1	1497
1989.5	1990.5	1990 1976	année	1990	année	1976	1	1548
1990.5	1991.5	1991 1976	année	1991	année	1976	1	1599
1991.5	1992.5	1992 1976	année	1992	année	1976	1	1650
1992.5	1993.5	1993 1976	année	1993	année	1976	1	1701
1993.5	1994.5	1994 1976	année	1994	année	1976	1	1752
1994.5	1995.5	1995 1976	année	1995	année	1976	1	1803
1995.5	1996.5	1996 1976	année	1996	année	1976	1	1854
1996.5	1997.5	1997 1976	année	1997	année	1976	1	1905
1997.5	1998.5	1998 1976	année	1998	année	1976	1	1956
1998.5	1999.5	1999 1976	année	1999	année	1976	1	2007
1999.5	2000.5	2000 1976	année	2000	année	1976	1	2058
2000.5	2001.5	2001 1976	année	2001	année	1976	1	2109
2001.5	2002.5	2002 1976	année	2002	année	1976	1	2160
2002.5	2003.5	2003 1976	année	2003	année	1976	1	2211
2003.5	2004.5	2004 1976	année	2004	année	1976	1	2262
2004.5	2005.5	2005 1976	année	2005	année	1976	1	2313
2005.5	2006.5	2006 1976	année	2006	année	1976	1	2364
2006.5	2007.5	2007 1976	année	2007	année	1976	1	2415
2007.5	2008.5	2008 1976	année	2008	année	1976	1	2466
2008.5	2009.5	2009 1976	année	2009	année	1976	1	2517
2009.5	2010.5	2010 1976	année	2010	année	1976	1	2568
2010.5	2011.5	2011 1976	année	2011	année	1976	1	2619
1959.5	1960.5	1960 1977	année	1960	année	1977	1	18
1960.5	1961.5	1961 1977	année	1961	année	1977	1	69
1961.5	1962.5	1962 1977	année	1962	année	1977	1	120
1962.5	1963.5	1963 1977	année	1963	année	1977	1	171
1963.5	1964.5	1964 1977	année	1964	année	1977	1	222
1964.5	1965.5	1965 1977	année	1965	année	1977	1	273
1965.5	1966.5	1966 1977	année	1966	année	1977	1	324
1966.5	1967.5	1967 1977	année	1967	année	1977	1	375
1967.5	1968.5	1968 1977	année	1968	année	1977	1	426
1968.5	1969.5	1969 1977	année	1969	année	1977	1	477
1969.5	1970.5	1970 1977	année	1970	année	1977	1	528
1970.5	1971.5	1971 1977	année	1971	année	1977	1	579
1971.5	1972.5	1972 1977	année	1972	année	1977	1	630
