x	y	label	key	clickSelects	showSelected1	showSelected2	showSelected3	PANEL	group
2.26	70.7509756097561	République slovaque	République slovaque	République slovaque	République slovaque	1984	Europe et Asie centrale	3	161
2.26	70.7346341463415	République slovaque	République slovaque	République slovaque	République slovaque	1985	Europe et Asie centrale	3	161
2.2	71.0212195121951	République slovaque	République slovaque	République slovaque	République slovaque	1986	Europe et Asie centrale	3	161
2.14	71.0887804878049	République slovaque	République slovaque	République slovaque	République slovaque	1987	Europe et Asie centrale	3	161
2.13	71.2078048780488	République slovaque	République slovaque	République slovaque	République slovaque	1988	Europe et Asie centrale	3	161
2.07	71.0263414634146	République slovaque	République slovaque	République slovaque	République slovaque	1989	Europe et Asie centrale	3	161
2.09	70.9326829268293	République slovaque	République slovaque	République slovaque	République slovaque	1990	Europe et Asie centrale	3	161
2.05	70.8829268292683	République slovaque	République slovaque	République slovaque	République slovaque	1991	Europe et Asie centrale	3	161
1.93	71.7951219512195	République slovaque	République slovaque	République slovaque	République slovaque	1992	Europe et Asie centrale	3	161
1.87	72.4487804878049	République slovaque	République slovaque	République slovaque	République slovaque	1993	Europe et Asie centrale	3	161
1.67	72.3	République slovaque	République slovaque	République slovaque	République slovaque	1994	Europe et Asie centrale	3	161
1.52	72.2536585365854	République slovaque	République slovaque	République slovaque	République slovaque	1995	Europe et Asie centrale	3	161
1.47	72.6536585365854	République slovaque	République slovaque	République slovaque	République slovaque	1996	Europe et Asie centrale	3	161
1.43	72.7048780487805	République slovaque	République slovaque	République slovaque	République slovaque	1997	Europe et Asie centrale	3	161
1.37	72.5512195121951	République slovaque	République slovaque	République slovaque	République slovaque	1998	Europe et Asie centrale	3	161
1.33	72.9024390243902	République slovaque	République slovaque	République slovaque	République slovaque	1999	Europe et Asie centrale	3	161
1.3	73.0512195121951	République slovaque	République slovaque	République slovaque	République slovaque	2000	Europe et Asie centrale	3	161
1.2	73.4024390243903	République slovaque	République slovaque	République slovaque	République slovaque	2001	Europe et Asie centrale	3	161
1.19	73.6048780487805	République slovaque	République slovaque	République slovaque	République slovaque	2002	Europe et Asie centrale	3	161
1.2	73.6048780487805	République slovaque	République slovaque	République slovaque	République slovaque	2003	Europe et Asie centrale	3	161
1.24	73.9585365853659	République slovaque	République slovaque	République slovaque	République slovaque	2004	Europe et Asie centrale	3	161
1.25	73.9048780487805	République slovaque	République slovaque	République slovaque	République slovaque	2005	Europe et Asie centrale	3	161
1.24	74.2048780487805	République slovaque	République slovaque	République slovaque	République slovaque	2006	Europe et Asie centrale	3	161
1.25	74.2073170731707	République slovaque	République slovaque	République slovaque	République slovaque	2007	Europe et Asie centrale	3	161
1.32	74.7048780487805	République slovaque	République slovaque	République slovaque	République slovaque	2008	Europe et Asie centrale	3	161
1.41	74.909756097561	République slovaque	République slovaque	République slovaque	République slovaque	2009	Europe et Asie centrale	3	161
1.4	75.1121951219512	République slovaque	République slovaque	République slovaque	République slovaque	2010	Europe et Asie centrale	3	161
1.45	75.9585365853659	République slovaque	République slovaque	République slovaque	République slovaque	2011	Europe et Asie centrale	3	161
6.034	31.4612195121951	Sierra Leone	Sierra Leone	Sierra Leone	Sierra Leone	1960	Afrique subsaharienne	3	174
6.035	31.7149512195122	Sierra Leone	Sierra Leone	Sierra Leone	Sierra Leone	1961	Afrique subsaharienne	3	174
6.035	31.9848292682927	Sierra Leone	Sierra Leone	Sierra Leone	Sierra Leone	1962	Afrique subsaharienne	3	174
6.034	32.2758292682927	Sierra Leone	Sierra Leone	Sierra Leone	Sierra Leone	1963	Afrique subsaharienne	3	174
6.03	32.5924146341463	Sierra Leone	Sierra Leone	Sierra Leone	Sierra Leone	1964	Afrique subsaharienne	3	174
6.022	32.938	Sierra Leone	Sierra Leone	Sierra Leone	Sierra Leone	1965	Afrique subsaharienne	3	174
6.007	33.3124878048781	Sierra Leone	Sierra Leone	Sierra Leone	Sierra Leone	1966	Afrique subsaharienne	3	174
5.983	33.7167804878049	Sierra Leone	Sierra Leone	Sierra Leone	Sierra Leone	1967	Afrique subsaharienne	3	174
5.952	34.1538536585366	Sierra Leone	Sierra Leone	Sierra Leone	Sierra Leone	1968	Afrique subsaharienne	3	174
5.915	34.6286585365854	Sierra Leone	Sierra Leone	Sierra Leone	Sierra Leone	1969	Afrique subsaharienne	3	174
5.872	35.1521951219512	Sierra Leone	Sierra Leone	Sierra Leone	Sierra Leone	1970	Afrique subsaharienne	3	174
5.828	35.7394878048781	Sierra Leone	Sierra Leone	Sierra Leone	Sierra Leone	1971	Afrique subsaharienne	3	174
5.785	36.3916097560976	Sierra Leone	Sierra Leone	Sierra Leone	Sierra Leone	1972	Afrique subsaharienne	3	174
5.747	37.1046829268293	Sierra Leone	Sierra Leone	Sierra Leone	Sierra Leone	1973	Afrique subsaharienne	3	174
5.713	37.8687804878049	Sierra Leone	Sierra Leone	Sierra Leone	Sierra Leone	1974	Afrique subsaharienne	3	174
5.683	38.6890487804878	Sierra Leone	Sierra Leone	Sierra Leone	Sierra Leone	1975	Afrique subsaharienne	3	174
5.657	39.5741951219512	Sierra Leone	Sierra Leone	Sierra Leone	Sierra Leone	1976	Afrique subsaharienne	3	174
5.632	40.501243902439	Sierra Leone	Sierra Leone	Sierra Leone	Sierra Leone	1977	Afrique subsaharienne	3	174
5.606	41.4286585365854	Sierra Leone	Sierra Leone	Sierra Leone	Sierra Leone	1978	Afrique subsaharienne	3	174
5.581	42.3038536585366	Sierra Leone	Sierra Leone	Sierra Leone	Sierra Leone	1979	Afrique subsaharienne	3	174
5.558	43.0436585365854	Sierra Leone	Sierra Leone	Sierra Leone	Sierra Leone	1980	Afrique subsaharienne	3	174
5.538	43.5598292682927	Sierra Leone	Sierra Leone	Sierra Leone	Sierra Leone	1981	Afrique subsaharienne	3	174
5.524	43.8061463414634	Sierra Leone	Sierra Leone	Sierra Leone	Sierra Leone	1982	Afrique subsaharienne	3	174
5.518	43.7664146341463	Sierra Leone	Sierra Leone	Sierra Leone	Sierra Leone	1983	Afrique subsaharienne	3	174
5.519	43.4455853658537	Sierra Leone	Sierra Leone	Sierra Leone	Sierra Leone	1984	Afrique subsaharienne	3	174
5.53	42.8720731707317	Sierra Leone	Sierra Leone	Sierra Leone	Sierra Leone	1985	Afrique subsaharienne	3	174
5.552	42.0959024390244	Sierra Leone	Sierra Leone	Sierra Leone	Sierra Leone	1986	Afrique subsaharienne	3	174
5.582	41.210756097561	Sierra Leone	Sierra Leone	Sierra Leone	Sierra Leone	1987	Afrique subsaharienne	3	174
5.62	40.3103414634146	Sierra Leone	Sierra Leone	Sierra Leone	Sierra Leone	1988	Afrique subsaharienne	3	174
5.662	39.4623414634146	Sierra Leone	Sierra Leone	Sierra Leone	Sierra Leone	1989	Afrique subsaharienne	3	174
5.705	38.7214634146341	Sierra Leone	Sierra Leone	Sierra Leone	Sierra Leone	1990	Afrique subsaharienne	3	174
5.749	38.1223902439024	Sierra Leone	Sierra Leone	Sierra Leone	Sierra Leone	1991	Afrique subsaharienne	3	174
5.789	37.663243902439	Sierra Leone	Sierra Leone	Sierra Leone	Sierra Leone	1992	Afrique subsaharienne	3	174
5.822	37.3456341463415	Sierra Leone	Sierra Leone	Sierra Leone	Sierra Leone	1993	Afrique subsaharienne	3	174
5.847	37.1876097560976	Sierra Leone	Sierra Leone	Sierra Leone	Sierra Leone	1994	Afrique subsaharienne	3	174
5.86	37.2087073170732	Sierra Leone	Sierra Leone	Sierra Leone	Sierra Leone	1995	Afrique subsaharienne	3	174
5.858	37.4188780487805	Sierra Leone	Sierra Leone	Sierra Leone	Sierra Leone	1996	Afrique subsaharienne	3	174
5.843	37.7990243902439	Sierra Leone	Sierra Leone	Sierra Leone	Sierra Leone	1997	Afrique subsaharienne	3	174
5.816	38.3254878048781	Sierra Leone	Sierra Leone	Sierra Leone	Sierra Leone	1998	Afrique subsaharienne	3	174
5.776	38.9746829268293	Sierra Leone	Sierra Leone	Sierra Leone	Sierra Leone	1999	Afrique subsaharienne	3	174
5.726	39.7315853658537	Sierra Leone	Sierra Leone	Sierra Leone	Sierra Leone	2000	Afrique subsaharienne	3	174
5.669	40.5776829268293	Sierra Leone	Sierra Leone	Sierra Leone	Sierra Leone	2001	Afrique subsaharienne	3	174
5.606	41.4894390243903	Sierra Leone	Sierra Leone	Sierra Leone	Sierra Leone	2002	Afrique subsaharienne	3	174
5.541	42.4307804878049	Sierra Leone	Sierra Leone	Sierra Leone	Sierra Leone	2003	Afrique subsaharienne	3	174
5.474	43.3686097560976	Sierra Leone	Sierra Leone	Sierra Leone	Sierra Leone	2004	Afrique subsaharienne	3	174
5.404	44.260243902439	Sierra Leone	Sierra Leone	Sierra Leone	Sierra Leone	2005	Afrique subsaharienne	3	174
5.331	45.0730243902439	Sierra Leone	Sierra Leone	Sierra Leone	Sierra Leone	2006	Afrique subsaharienne	3	174
5.252	45.7958780487805	Sierra Leone	Sierra Leone	Sierra Leone	Sierra Leone	2007	Afrique subsaharienne	3	174
5.167	46.4252682926829	Sierra Leone	Sierra Leone	Sierra Leone	Sierra Leone	2008	Afrique subsaharienne	3	174
5.077	46.9576829268293	Sierra Leone	Sierra Leone	Sierra Leone	Sierra Leone	2009	Afrique subsaharienne	3	174
4.982	47.4021951219512	Sierra Leone	Sierra Leone	Sierra Leone	Sierra Leone	2010	Afrique subsaharienne	3	174
4.884	47.7763658536585	Sierra Leone	Sierra Leone	Sierra Leone	Sierra Leone	2011	Afrique subsaharienne	3	174
6.635	38.933	Sénégal	Sénégal	Sénégal	Sénégal	1960	Afrique subsaharienne	3	171
6.722	39.0632682926829	Sénégal	Sénégal	Sénégal	Sénégal	1961	Afrique subsaharienne	3	171
6.811	39.1810487804878	Sénégal	Sénégal	Sénégal	Sénégal	1962	Afrique subsaharienne	3	171
6.899	39.2948292682927	Sénégal	Sénégal	Sénégal	Sénégal	1963	Afrique subsaharienne	3	171
6.984	39.4161219512195	Sénégal	Sénégal	Sénégal	Sénégal	1964	Afrique subsaharienne	3	171
7.066	39.5534146341464	Sénégal	Sénégal	Sénégal	Sénégal	1965	Afrique subsaharienne	3	171
7.142	39.7147317073171	Sénégal	Sénégal	Sénégal	Sénégal	1966	Afrique subsaharienne	3	171
7.212	39.9055365853659	Sénégal	Sénégal	Sénégal	Sénégal	1967	Afrique subsaharienne	3	171
7.275	40.1353658536585	Sénégal	Sénégal	Sénégal	Sénégal	1968	Afrique subsaharienne	3	171
7.329	40.4121951219512	Sénégal	Sénégal	Sénégal	Sénégal	1969	Afrique subsaharienne	3	171
7.375	40.7495365853659	Sénégal	Sénégal	Sénégal	Sénégal	1970	Afrique subsaharienne	3	171
7.415	41.1554146341463	Sénégal	Sénégal	Sénégal	Sénégal	1971	Afrique subsaharienne	3	171
7.447	41.6312926829268	Sénégal	Sénégal	Sénégal	Sénégal	1972	Afrique subsaharienne	3	171
7.474	42.1732195121951	Sénégal	Sénégal	Sénégal	Sénégal	1973	Afrique subsaharienne	3	171
7.494	42.7781463414634	Sénégal	Sénégal	Sénégal	Sénégal	1974	Afrique subsaharienne	3	171
7.507	43.4430731707317	Sénégal	Sénégal	Sénégal	Sénégal	1975	Afrique subsaharienne	3	171
7.511	44.1640243902439	Sénégal	Sénégal	Sénégal	Sénégal	1976	Afrique subsaharienne	3	171
7.505	44.9289756097561	Sénégal	Sénégal	Sénégal	Sénégal	1977	Afrique subsaharienne	3	171
7.489	45.7219024390244	Sénégal	Sénégal	Sénégal	Sénégal	1978	Afrique subsaharienne	3	171
7.462	46.5268292682927	Sénégal	Sénégal	Sénégal	Sénégal	1979	Afrique subsaharienne	3	171
7.425	47.3332682926829	Sénégal	Sénégal	Sénégal	Sénégal	1980	Afrique subsaharienne	3	171
7.378	48.1312195121951	Sénégal	Sénégal	Sénégal	Sénégal	1981	Afrique subsaharienne	3	171
7.323	48.9146829268293	Sénégal	Sénégal	Sénégal	Sénégal	1982	Afrique subsaharienne	3	171
7.261	49.6721707317073	Sénégal	Sénégal	Sénégal	Sénégal	1983	Afrique subsaharienne	3	171
7.193	50.3891951219512	Sénégal	Sénégal	Sénégal	Sénégal	1984	Afrique subsaharienne	3	171
7.118	51.0477317073171	Sénégal	Sénégal	Sénégal	Sénégal	1985	Afrique subsaharienne	3	171
7.036	51.6332682926829	Sénégal	Sénégal	Sénégal	Sénégal	1986	Afrique subsaharienne	3	171
6.948	52.1423170731707	Sénégal	Sénégal	Sénégal	Sénégal	1987	Afrique subsaharienne	3	171
6.853	52.5778292682927	Sénégal	Sénégal	Sénégal	Sénégal	1988	Afrique subsaharienne	3	171
6.752	52.9438536585366	Sénégal	Sénégal	Sénégal	Sénégal	1989	Afrique subsaharienne	3	171
6.646	53.2483414634146	Sénégal	Sénégal	Sénégal	Sénégal	1990	Afrique subsaharienne	3	171
6.534	53.5018048780488	Sénégal	Sénégal	Sénégal	Sénégal	1991	Afrique subsaharienne	3	171
6.417	53.724243902439	Sénégal	Sénégal	Sénégal	Sénégal	1992	Afrique subsaharienne	3	171
6.298	53.9326829268293	Sénégal	Sénégal	Sénégal	Sénégal	1993	Afrique subsaharienne	3	171
6.177	54.1421219512195	Sénégal	Sénégal	Sénégal	Sénégal	1994	Afrique subsaharienne	3	171
6.059	54.3630731707317	Sénégal	Sénégal	Sénégal	Sénégal	1995	Afrique subsaharienne	3	171
5.943	54.6045365853659	Sénégal	Sénégal	Sénégal	Sénégal	1996	Afrique subsaharienne	3	171
5.834	54.8635365853659	Sénégal	Sénégal	Sénégal	Sénégal	1997	Afrique subsaharienne	3	171
5.73	55.1385609756098	Sénégal	Sénégal	Sénégal	Sénégal	1998	Afrique subsaharienne	3	171
5.634	55.4311219512195	Sénégal	Sénégal	Sénégal	Sénégal	1999	Afrique subsaharienne	3	171
5.546	55.739243902439	Sénégal	Sénégal	Sénégal	Sénégal	2000	Afrique subsaharienne	3	171
5.466	56.0584390243903	Sénégal	Sénégal	Sénégal	Sénégal	2001	Afrique subsaharienne	3	171
5.393	56.3826585365854	Sénégal	Sénégal	Sénégal	Sénégal	2002	Afrique subsaharienne	3	171
5.323	56.7074146341463	Sénégal	Sénégal	Sénégal	Sénégal	2003	Afrique subsaharienne	3	171
5.257	57.0291707317073	Sénégal	Sénégal	Sénégal	Sénégal	2004	Afrique subsaharienne	3	171
5.191	57.3493414634146	Sénégal	Sénégal	Sénégal	Sénégal	2005	Afrique subsaharienne	3	171
5.123	57.6678780487805	Sénégal	Sénégal	Sénégal	Sénégal	2006	Afrique subsaharienne	3	171
5.052	57.9872195121951	Sénégal	Sénégal	Sénégal	Sénégal	2007	Afrique subsaharienne	3	171
4.978	58.3093658536585	Sénégal	Sénégal	Sénégal	Sénégal	2008	Afrique subsaharienne	3	171
4.9	58.6323170731707	Sénégal	Sénégal	Sénégal	Sénégal	2009	Afrique subsaharienne	3	171
4.819	58.9540731707317	Sénégal	Sénégal	Sénégal	Sénégal	2010	Afrique subsaharienne	3	171
4.735	59.2721951219512	Sénégal	Sénégal	Sénégal	Sénégal	2011	Afrique subsaharienne	3	171
7.25	35.9853414634146	Somalie	Somalie	Somalie	Somalie	1960	Afrique subsaharienne	3	178
7.252	36.3862195121951	Somalie	Somalie	Somalie	Somalie	1961	Afrique subsaharienne	3	178
7.255	36.7866097560976	Somalie	Somalie	Somalie	Somalie	1962	Afrique subsaharienne	3	178
7.258	37.187512195122	Somalie	Somalie	Somalie	Somalie	1963	Afrique subsaharienne	3	178
7.261	37.5879024390244	Somalie	Somalie	Somalie	Somalie	1964	Afrique subsaharienne	3	178
7.261	37.9908048780488	Somalie	Somalie	Somalie	Somalie	1965	Afrique subsaharienne	3	178
7.257	38.4017073170732	Somalie	Somalie	Somalie	Somalie	1966	Afrique subsaharienne	3	178
7.248	38.8196097560976	Somalie	Somalie	Somalie	Somalie	1967	Afrique subsaharienne	3	178
7.232	39.240512195122	Somalie	Somalie	Somalie	Somalie	1968	Afrique subsaharienne	3	178
7.209	39.6594146341464	Somalie	Somalie	Somalie	Somalie	1969	Afrique subsaharienne	3	178
7.183	40.0603170731707	Somalie	Somalie	Somalie	Somalie	1970	Afrique subsaharienne	3	178
7.156	40.4272195121951	Somalie	Somalie	Somalie	Somalie	1971	Afrique subsaharienne	3	178
7.13	40.7501463414634	Somalie	Somalie	Somalie	Somalie	1972	Afrique subsaharienne	3	178
7.106	41.0290731707317	Somalie	Somalie	Somalie	Somalie	1973	Afrique subsaharienne	3	178
7.084	41.2695121951219	Somalie	Somalie	Somalie	Somalie	1974	Afrique subsaharienne	3	178
7.061	41.4879512195122	Somalie	Somalie	Somalie	Somalie	1975	Afrique subsaharienne	3	178
7.033	41.7059024390244	Somalie	Somalie	Somalie	Somalie	1976	Afrique subsaharienne	3	178
6.997	41.9443414634146	Somalie	Somalie	Somalie	Somalie	1977	Afrique subsaharienne	3	178
6.951	42.2197804878049	Somalie	Somalie	Somalie	Somalie	1978	Afrique subsaharienne	3	178
6.898	42.5387073170732	Somalie	Somalie	Somalie	Somalie	1979	Afrique subsaharienne	3	178
6.843	42.9156341463415	Somalie	Somalie	Somalie	Somalie	1980	Afrique subsaharienne	3	178
6.791	43.3615609756098	Somalie	Somalie	Somalie	Somalie	1981	Afrique subsaharienne	3	178
6.749	43.8604878048781	Somalie	Somalie	Somalie	Somalie	1982	Afrique subsaharienne	3	178
6.719	44.3784146341463	Somalie	Somalie	Somalie	Somalie	1983	Afrique subsaharienne	3	178
6.701	44.8818780487805	Somalie	Somalie	Somalie	Somalie	1984	Afrique subsaharienne	3	178
6.692	45.2923658536585	Somalie	Somalie	Somalie	Somalie	1985	Afrique subsaharienne	3	178
6.686	45.5224146341464	Somalie	Somalie	Somalie	Somalie	1986	Afrique subsaharienne	3	178
6.676	45.5355365853659	Somalie	Somalie	Somalie	Somalie	1987	Afrique subsaharienne	3	178
6.659	45.3382195121951	Somalie	Somalie	Somalie	Somalie	1988	Afrique subsaharienne	3	178
6.632	44.9679512195122	Somalie	Somalie	Somalie	Somalie	1989	Afrique subsaharienne	3	178
6.599	44.5211707317073	Somalie	Somalie	Somalie	Somalie	1990	Afrique subsaharienne	3	178
6.564	44.1238536585366	Somalie	Somalie	Somalie	Somalie	1991	Afrique subsaharienne	3	178
6.532	43.8934634146341	Somalie	Somalie	Somalie	Somalie	1992	Afrique subsaharienne	3	178
6.508	43.9059512195122	Somalie	Somalie	Somalie	Somalie	1993	Afrique subsaharienne	3	178
6.492	44.1848536585366	Somalie	Somalie	Somalie	Somalie	1994	Afrique subsaharienne	3	178
6.486	44.7121707317073	Somalie	Somalie	Somalie	Somalie	1995	Afrique subsaharienne	3	178
6.487	45.4279268292683	Somalie	Somalie	Somalie	Somalie	1996	Afrique subsaharienne	3	178
6.492	46.2216829268293	Somalie	Somalie	Somalie	Somalie	1997	Afrique subsaharienne	3	178
6.499	46.9949756097561	Somalie	Somalie	Somalie	Somalie	1998	Afrique subsaharienne	3	178
6.504	47.6993414634146	Somalie	Somalie	Somalie	Somalie	1999	Afrique subsaharienne	3	178
6.507	48.2957804878049	Somalie	Somalie	Somalie	Somalie	2000	Afrique subsaharienne	3	178
6.506	48.7663658536585	Somalie	Somalie	Somalie	Somalie	2001	Afrique subsaharienne	3	178
6.5	49.1375365853659	Somalie	Somalie	Somalie	Somalie	2002	Afrique subsaharienne	3	178
6.49	49.4362926829268	Somalie	Somalie	Somalie	Somalie	2003	Afrique subsaharienne	3	178
6.477	49.6735853658537	Somalie	Somalie	Somalie	Somalie	2004	Afrique subsaharienne	3	178
6.459	49.8668780487805	Somalie	Somalie	Somalie	Somalie	2005	Afrique subsaharienne	3	178
6.437	50.0380975609756	Somalie	Somalie	Somalie	Somalie	2006	Afrique subsaharienne	3	178
6.413	50.2111707317073	Somalie	Somalie	Somalie	Somalie	2007	Afrique subsaharienne	3	178
6.388	50.4051219512195	Somalie	Somalie	Somalie	Somalie	2008	Afrique subsaharienne	3	178
6.363	50.6309024390244	Somalie	Somalie	Somalie	Somalie	2009	Afrique subsaharienne	3	178
6.339	50.8955365853659	Somalie	Somalie	Somalie	Somalie	2010	Afrique subsaharienne	3	178
6.319	51.1945609756098	Somalie	Somalie	Somalie	Somalie	2011	Afrique subsaharienne	3	178
6.608	59.6706341463415	Suriname	Suriname	Suriname	Suriname	1960	Amérique latine et Caraïbes	3	184
6.594	60.038	Suriname	Suriname	Suriname	Suriname	1961	Amérique latine et Caraïbes	3	184
6.558	60.3999512195122	Suriname	Suriname	Suriname	Suriname	1962	Amérique latine et Caraïbes	3	184
6.497	60.7619512195122	Suriname	Suriname	Suriname	Suriname	1963	Amérique latine et Caraïbes	3	184
6.412	61.1274878048781	Suriname	Suriname	Suriname	Suriname	1964	Amérique latine et Caraïbes	3	184
6.304	61.4989512195122	Suriname	Suriname	Suriname	Suriname	1965	Amérique latine et Caraïbes	3	184
6.182	61.8726829268293	Suriname	Suriname	Suriname	Suriname	1966	Amérique latine et Caraïbes	3	184
6.053	62.2420975609756	Suriname	Suriname	Suriname	Suriname	1967	Amérique latine et Caraïbes	3	184
5.922	62.6007073170732	Suriname	Suriname	Suriname	Suriname	1968	Amérique latine et Caraïbes	3	184
5.79	62.9465365853659	Suriname	Suriname	Suriname	Suriname	1969	Amérique latine et Caraïbes	3	184
5.653	63.2722682926829	Suriname	Suriname	Suriname	Suriname	1970	Amérique latine et Caraïbes	3	184
5.504	63.5756341463415	Suriname	Suriname	Suriname	Suriname	1971	Amérique latine et Caraïbes	3	184
5.336	63.8558292682927	Suriname	Suriname	Suriname	Suriname	1972	Amérique latine et Caraïbes	3	184
5.148	64.1153902439025	Suriname	Suriname	Suriname	Suriname	1973	Amérique latine et Caraïbes	3	184
4.945	64.3588048780488	Suriname	Suriname	Suriname	Suriname	1974	Amérique latine et Caraïbes	3	184
4.735	64.5963414634146	Suriname	Suriname	Suriname	Suriname	1975	Amérique latine et Caraïbes	3	184
4.531	64.8382195121951	Suriname	Suriname	Suriname	Suriname	1976	Amérique latine et Caraïbes	3	184
4.344	65.0941707317073	Suriname	Suriname	Suriname	Suriname	1977	Amérique latine et Caraïbes	3	184
4.18	65.3650243902439	Suriname	Suriname	Suriname	Suriname	1978	Amérique latine et Caraïbes	3	184
4.041	65.6482926829268	Suriname	Suriname	Suriname	Suriname	1979	Amérique latine et Caraïbes	3	184
3.922	65.9350731707317	Suriname	Suriname	Suriname	Suriname	1980	Amérique latine et Caraïbes	3	184
3.815	66.2125853658537	Suriname	Suriname	Suriname	Suriname	1981	Amérique latine et Caraïbes	3	184
3.708	66.4660975609756	Suriname	Suriname	Suriname	Suriname	1982	Amérique latine et Caraïbes	3	184
3.594	66.6859024390244	Suriname	Suriname	Suriname	Suriname	1983	Amérique latine et Caraïbes	3	184
3.471	66.8701219512195	Suriname	Suriname	Suriname	Suriname	1984	Amérique latine et Caraïbes	3	184
3.338	67.0183414634146	Suriname	Suriname	Suriname	Suriname	1985	Amérique latine et Caraïbes	3	184
3.2	67.1371463414634	Suriname	Suriname	Suriname	Suriname	1986	Amérique latine et Caraïbes	3	184
3.063	67.2379024390244	Suriname	Suriname	Suriname	Suriname	1987	Amérique latine et Caraïbes	3	184
2.936	67.329512195122	Suriname	Suriname	Suriname	Suriname	1988	Amérique latine et Caraïbes	3	184
2.823	67.4158780487805	Suriname	Suriname	Suriname	Suriname	1989	Amérique latine et Caraïbes	3	184
2.733	67.4989268292683	Suriname	Suriname	Suriname	Suriname	1990	Amérique latine et Caraïbes	3	184
2.672	67.5770487804878	Suriname	Suriname	Suriname	Suriname	1991	Amérique latine et Caraïbes	3	184
2.64	67.6476585365854	Suriname	Suriname	Suriname	Suriname	1992	Amérique latine et Caraïbes	3	184
2.635	67.7091951219512	Suriname	Suriname	Suriname	Suriname	1993	Amérique latine et Caraïbes	3	184
2.653	67.7620975609756	Suriname	Suriname	Suriname	Suriname	1994	Amérique latine et Caraïbes	3	184
2.684	67.8058536585366	Suriname	Suriname	Suriname	Suriname	1995	Amérique latine et Caraïbes	3	184
2.718	67.8359756097561	Suriname	Suriname	Suriname	Suriname	1996	Amérique latine et Caraïbes	3	184
2.745	67.8555121951219	Suriname	Suriname	Suriname	Suriname	1997	Amérique latine et Caraïbes	3	184
2.757	67.8710487804878	Suriname	Suriname	Suriname	Suriname	1998	Amérique latine et Caraïbes	3	184
2.751	67.8926341463415	Suriname	Suriname	Suriname	Suriname	1999	Amérique latine et Caraïbes	3	184
2.726	67.9352926829268	Suriname	Suriname	Suriname	Suriname	2000	Amérique latine et Caraïbes	3	184
2.686	68.0176097560976	Suriname	Suriname	Suriname	Suriname	2001	Amérique latine et Caraïbes	3	184
2.638	68.1495853658537	Suriname	Suriname	Suriname	Suriname	2002	Amérique latine et Caraïbes	3	184
2.59	68.334243902439	Suriname	Suriname	Suriname	Suriname	2003	Amérique latine et Caraïbes	3	184
2.545	68.5695609756098	Suriname	Suriname	Suriname	Suriname	2004	Amérique latine et Caraïbes	3	184
2.503	68.8470487804878	Suriname	Suriname	Suriname	Suriname	2005	Amérique latine et Caraïbes	3	184
2.466	69.1536829268293	Suriname	Suriname	Suriname	Suriname	2006	Amérique latine et Caraïbes	3	184
2.432	69.4684146341464	Suriname	Suriname	Suriname	Suriname	2007	Amérique latine et Caraïbes	3	184
2.399	69.7757073170732	Suriname	Suriname	Suriname	Suriname	2008	Amérique latine et Caraïbes	3	184
2.367	70.0670243902439	Suriname	Suriname	Suriname	Suriname	2009	Amérique latine et Caraïbes	3	184
2.336	70.3353170731707	Suriname	Suriname	Suriname	Suriname	2010	Amérique latine et Caraïbes	3	184
2.307	70.5806097560976	Suriname	Suriname	Suriname	Suriname	2011	Amérique latine et Caraïbes	3	184
3.85	61.5121951219512	Soudan du Sud	Soudan du Sud	Soudan du Sud	Soudan du Sud	2008	Afrique subsaharienne	3	180
6.242	50.4869756097561	Sao Tomé-et-Principe	Sao Tomé-et-Principe	Sao Tomé-et-Principe	Sao Tomé-et-Principe	1960	Afrique subsaharienne	3	170
6.263	51.075756097561	Sao Tomé-et-Principe	Sao Tomé-et-Principe	Sao Tomé-et-Principe	Sao Tomé-et-Principe	1961	Afrique subsaharienne	3	170
6.284	51.6565853658537	Sao Tomé-et-Principe	Sao Tomé-et-Principe	Sao Tomé-et-Principe	Sao Tomé-et-Principe	1962	Afrique subsaharienne	3	170
6.306	52.2224390243903	Sao Tomé-et-Principe	Sao Tomé-et-Principe	Sao Tomé-et-Principe	Sao Tomé-et-Principe	1963	Afrique subsaharienne	3	170
6.327	52.7668536585366	Sao Tomé-et-Principe	Sao Tomé-et-Principe	Sao Tomé-et-Principe	Sao Tomé-et-Principe	1964	Afrique subsaharienne	3	170
6.349	53.2827804878049	Sao Tomé-et-Principe	Sao Tomé-et-Principe	Sao Tomé-et-Principe	Sao Tomé-et-Principe	1965	Afrique subsaharienne	3	170
6.371	53.7661463414634	Sao Tomé-et-Principe	Sao Tomé-et-Principe	Sao Tomé-et-Principe	Sao Tomé-et-Principe	1966	Afrique subsaharienne	3	170
6.394	54.2194390243903	Sao Tomé-et-Principe	Sao Tomé-et-Principe	Sao Tomé-et-Principe	Sao Tomé-et-Principe	1967	Afrique subsaharienne	3	170
6.419	54.6491951219512	Sao Tomé-et-Principe	Sao Tomé-et-Principe	Sao Tomé-et-Principe	Sao Tomé-et-Principe	1968	Afrique subsaharienne	3	170
6.444	55.0609756097561	Sao Tomé-et-Principe	Sao Tomé-et-Principe	Sao Tomé-et-Principe	Sao Tomé-et-Principe	1969	Afrique subsaharienne	3	170
6.468	55.4714634146342	Sao Tomé-et-Principe	Sao Tomé-et-Principe	Sao Tomé-et-Principe	Sao Tomé-et-Principe	1970	Afrique subsaharienne	3	170
